initiative_key,initiative_name,start_date,end_date,coverage_percentage
451,Initiative 451,2023-04-16,2025-04-01,89.62928121360238
452,Initiative 452,2015-03-01,2028-09-25,62.15602628794611
453,Initiative 453,2015-11-20,2029-06-30,64.96085379874587
454,Initiative 454,2016-06-01,2026-10-19,67.19894935367432
455,Initiative 455,2023-05-29,2025-04-19,88.17764708591434
456,Initiative 456,2023-03-18,2025-04-19,63.28709357753545
457,Initiative 457,2020-01-30,2029-02-17,64.22354469435255
458,Initiative 458,2023-05-29,2025-04-01,77.04959690768402
459,Initiative 459,2019-08-21,2029-06-07,73.15002643145826
460,Initiative 460,2023-06-08,2029-01-22,97.77848444171882
461,Initiative 461,2023-10-21,2025-04-01,63.16982910403364
462,Initiative 462,2016-04-01,2028-05-15,54.59456216352544
463,Initiative 463,2023-10-21,2029-10-03,77.04907372946107
464,Initiative 464,2022-10-25,2026-03-05,59.225978933619075
465,Initiative 465,2015-07-01,2027-11-05,70.68133501379458
466,Initiative 466,2021-09-05,2027-03-26,59.359897178266365
467,Initiative 467,2022-10-28,2026-08-11,94.04849443625375
468,Initiative 468,2022-04-14,2029-05-21,66.37248161595016
469,Initiative 469,2023-05-29,2027-11-05,88.7433752670874
470,Initiative 470,2024-06-27,2029-02-23,97.43016965571158
471,Initiative 471,2015-05-11,2025-02-11,97.02752900885457
472,Initiative 472,2015-11-26,2028-12-14,76.24005483249907
473,Initiative 473,2018-10-25,2027-01-16,99.16275531899996
474,Initiative 474,2017-09-03,2026-01-29,82.796860918822
475,Initiative 475,2021-05-22,2025-03-05,56.424446835059825
476,Initiative 476,2023-06-08,2028-01-26,94.41884715291187
477,Initiative 477,2020-01-30,2026-05-17,73.43446208767887
478,Initiative 478,2015-12-16,2027-06-19,57.6347143896967
479,Initiative 479,2020-11-05,2027-10-21,89.57108777046363
480,Initiative 480,2021-09-23,2025-11-07,81.22015037888022
481,Initiative 481,2019-03-09,2029-09-28,94.10604858053517
482,Initiative 482,2016-11-16,2026-11-29,91.36612316615714
483,Initiative 483,2015-12-16,2029-07-31,66.00552130780491
484,Initiative 484,2015-06-01,2025-01-06,62.81572824996855
485,Initiative 485,2016-04-11,2029-02-23,86.69142741147473
486,Initiative 486,2015-06-26,2026-06-05,78.66564322233256
487,Initiative 487,2017-07-31,2029-07-31,53.49374050915661
488,Initiative 488,2015-11-26,2029-03-01,59.08188996477283
489,Initiative 489,2016-04-11,2027-02-22,57.56767234051608
490,Initiative 490,2018-09-03,2025-03-26,79.48984414289993
491,Initiative 491,2016-07-16,2027-03-09,54.2881131583777
492,Initiative 492,2019-08-09,2025-03-05,60.38504684459113
493,Initiative 493,2022-10-28,2029-03-01,77.2688247906804
494,Initiative 494,2016-06-01,2025-01-06,56.65284049545913
495,Initiative 495,2023-05-26,2029-01-22,62.41359078980396
496,Initiative 496,2018-03-02,2029-08-18,95.33955169164756
497,Initiative 497,2019-03-09,2027-03-26,84.85587592361927
498,Initiative 498,2022-10-13,2026-01-03,65.34407139866204
499,Initiative 499,2022-02-17,2027-04-22,93.86775611771405
500,Initiative 500,2016-07-16,2027-08-30,62.51424041349822
501,Initiative 501,2016-12-05,2028-11-10,79.45413551572983
502,Initiative 502,2015-12-31,2025-04-15,68.42471688221241
503,Initiative 503,2019-11-30,2029-11-20,87.60747046794611
504,Initiative 504,2017-09-03,2029-08-27,68.57936779689673
505,Initiative 505,2023-11-13,2025-01-05,62.44308363362942
506,Initiative 506,2023-02-14,2028-08-20,80.38523037338551
507,Initiative 507,2021-09-05,2029-09-01,87.26702208583838
508,Initiative 508,2016-04-01,2027-08-13,76.81818440927236
509,Initiative 509,2015-05-12,2028-01-01,85.81441428449806
510,Initiative 510,2015-06-03,2027-11-05,71.10081026822863
511,Initiative 511,2020-05-20,2028-12-14,89.77230725299538
512,Initiative 512,2018-07-11,2026-08-11,79.2512339772273
513,Initiative 513,2018-09-03,2029-06-12,59.81249923923336
514,Initiative 514,2019-10-01,2029-06-30,94.53758515502437
515,Initiative 515,2015-02-14,2029-10-03,91.84119789647201
516,Initiative 516,2015-07-31,2028-01-08,98.19561045864106
517,Initiative 517,2018-07-11,2025-04-19,78.45042581853437
518,Initiative 518,2021-10-26,2027-11-28,83.78704920486223
519,Initiative 519,2022-10-13,2028-06-20,93.17896181146563
520,Initiative 520,2019-03-09,2029-05-22,52.62956660465834
521,Initiative 521,2020-01-30,2026-05-28,95.61023166944449
522,Initiative 522,2020-11-13,2029-05-22,63.55817104456454
523,Initiative 523,2016-04-10,2026-08-11,52.85218408458053
524,Initiative 524,2023-02-14,2028-04-24,61.880349342037796
525,Initiative 525,2017-07-22,2028-09-14,79.31799816858052
526,Initiative 526,2020-01-30,2029-02-23,52.39234993708537
527,Initiative 527,2015-11-26,2028-09-14,50.038238316124904
528,Initiative 528,2024-07-20,2028-12-14,81.96813365662042
529,Initiative 529,2020-01-17,2028-12-14,72.66936737188506
530,Initiative 530,2018-06-21,2025-09-21,92.21651255076345
531,Initiative 531,2023-10-21,2028-07-21,62.877364342930804
532,Initiative 532,2024-07-20,2025-04-15,64.03538021625744
533,Initiative 533,2015-12-24,2028-04-24,53.877320195458324
534,Initiative 534,2016-07-19,2028-08-12,76.92558399639711
535,Initiative 535,2015-06-03,2029-07-31,68.2952194946887
536,Initiative 536,2020-11-02,2028-12-14,66.98539242428629
537,Initiative 537,2024-09-21,2027-10-27,72.88163371090567
538,Initiative 538,2024-09-21,2029-08-18,92.4843688394352
539,Initiative 539,2018-08-25,2028-01-26,55.25942979328147
540,Initiative 540,2015-10-18,2029-05-16,76.17968137600815
541,Initiative 541,2020-05-20,2027-03-02,59.82175018473917
542,Initiative 542,2021-09-05,2025-01-06,60.61955986781248
543,Initiative 543,2019-08-09,2027-08-30,62.83676060194665
544,Initiative 544,2018-08-25,2028-04-24,72.97008463635308
545,Initiative 545,2023-08-01,2027-05-26,74.7200024653728
546,Initiative 546,2015-12-24,2028-02-25,93.57556308157771
547,Initiative 547,2016-06-01,2028-01-26,94.60560703188833
548,Initiative 548,2024-11-01,2027-10-27,79.33321015220409
549,Initiative 549,2023-05-11,2026-12-21,64.0702077826933
550,Initiative 550,2020-01-17,2025-11-14,90.92184954547848
551,Initiative 551,2018-06-22,2029-08-18,89.64409967682406
552,Initiative 552,2023-05-26,2028-06-27,89.89767163499849
553,Initiative 553,2019-04-30,2029-10-03,50.81837917511847
554,Initiative 554,2015-07-31,2025-03-26,87.69319290033998
555,Initiative 555,2021-09-23,2029-07-31,92.63597285654572
556,Initiative 556,2022-06-12,2029-10-03,80.25164691549834
557,Initiative 557,2018-04-20,2027-08-13,87.56220989691019
558,Initiative 558,2018-03-02,2025-01-06,88.80851034144598
559,Initiative 559,2018-09-03,2029-08-27,75.32917028588446
560,Initiative 560,2018-06-22,2029-10-03,90.68103581076593
561,Initiative 561,2021-05-22,2027-09-26,89.6145486750538
562,Initiative 562,2020-11-13,2026-01-03,95.80521784816676
563,Initiative 563,2016-12-21,2027-08-13,96.06868160593508
564,Initiative 564,2023-08-01,2029-03-09,76.48572915059904
565,Initiative 565,2023-06-08,2027-08-14,51.57469200377688
566,Initiative 566,2022-03-11,2027-04-19,50.95534532243737
567,Initiative 567,2023-10-21,2026-01-03,96.94633508031143
568,Initiative 568,2023-05-29,2025-03-05,66.86805429475396
569,Initiative 569,2020-11-02,2025-04-15,68.8766601529172
570,Initiative 570,2016-12-21,2029-02-17,73.49540147010077
571,Initiative 571,2019-02-23,2028-01-08,63.289949860060204
572,Initiative 572,2023-07-17,2028-04-24,79.5207097405857
573,Initiative 573,2015-12-16,2029-08-27,89.23101957981254
574,Initiative 574,2021-05-22,2025-04-01,62.8670818520397
575,Initiative 575,2018-01-28,2029-07-31,87.1530628885449
576,Initiative 576,2023-05-12,2028-07-20,83.60095716292751
577,Initiative 577,2015-12-31,2026-12-22,76.27917314028315
578,Initiative 578,2019-03-09,2025-11-14,66.27210485230171
579,Initiative 579,2018-01-28,2028-08-20,93.63872298224601
580,Initiative 580,2019-03-17,2028-01-26,70.13980358560131
581,Initiative 581,2023-10-21,2029-08-02,68.73315341121132
582,Initiative 582,2015-06-03,2027-11-05,82.06854257188844
583,Initiative 583,2020-11-13,2028-06-27,96.01658288495844
584,Initiative 584,2016-07-16,2027-11-28,75.4008959360352
585,Initiative 585,2023-11-13,2028-06-05,86.13453317772152
586,Initiative 586,2015-03-15,2029-09-28,72.84415124480043
587,Initiative 587,2023-05-11,2025-11-14,60.94038255034188
588,Initiative 588,2019-03-17,2028-09-25,56.1976163129191
589,Initiative 589,2022-03-11,2027-03-02,56.81632182496896
590,Initiative 590,2018-08-25,2028-05-17,51.06628579302579
591,Initiative 591,2024-04-16,2029-07-31,77.64511385440551
592,Initiative 592,2016-12-05,2029-07-31,56.55529896870022
593,Initiative 593,2016-04-10,2028-01-26,93.2849170470547
594,Initiative 594,2015-11-26,2028-07-21,99.1448762334006
595,Initiative 595,2015-12-24,2025-12-11,74.79343633905377
596,Initiative 596,2020-06-06,2028-05-17,72.48369729750664
597,Initiative 597,2021-08-14,2029-05-22,67.40362377035865
598,Initiative 598,2018-05-03,2028-07-20,81.90134727546766
599,Initiative 599,2015-06-03,2027-06-19,80.40135460073586
600,Initiative 600,2015-06-03,2027-05-26,67.1691060463627
601,Initiative 601,2020-11-02,2026-07-23,67.15833258682517
602,Initiative 602,2018-08-25,2027-03-09,82.24019166582998
603,Initiative 603,2018-06-21,2028-09-14,77.72730911151884
604,Initiative 604,2019-08-21,2025-12-11,85.92777138691841
605,Initiative 605,2017-04-19,2025-11-07,97.06961747520802
606,Initiative 606,2016-02-02,2027-08-14,88.97957804998336
607,Initiative 607,2018-06-22,2025-09-21,65.21728540168539
608,Initiative 608,2020-01-17,2026-10-09,87.95612169253386
609,Initiative 609,2021-09-23,2029-06-07,72.50122636561062
610,Initiative 610,2022-06-12,2028-07-20,88.88281953438465
611,Initiative 611,2018-05-03,2029-05-22,94.32856352752376
612,Initiative 612,2019-08-21,2028-01-01,62.49696745649511
613,Initiative 613,2021-01-23,2025-02-11,61.93225057649783
614,Initiative 614,2021-09-21,2025-09-21,71.63124541370726
615,Initiative 615,2016-12-05,2029-08-27,52.57669368240084
616,Initiative 616,2019-08-21,2029-10-03,84.28429696384534
617,Initiative 617,2021-08-14,2026-08-20,87.48505397866805
618,Initiative 618,2022-09-09,2027-01-07,67.27150026509455
619,Initiative 619,2022-10-28,2027-06-19,73.2642626548363
620,Initiative 620,2021-09-21,2025-03-05,79.51782935626143
621,Initiative 621,2020-11-13,2029-05-22,53.67989230077502
622,Initiative 622,2020-01-30,2027-04-19,85.56487669327296
623,Initiative 623,2023-04-16,2027-07-17,76.33508353745225
624,Initiative 624,2021-09-21,2028-05-05,81.21311411113612
625,Initiative 625,2020-05-20,2028-01-08,86.19152904254415
626,Initiative 626,2020-11-13,2027-03-02,83.77793703865778
627,Initiative 627,2021-09-05,2028-12-14,54.76607943428159
628,Initiative 628,2017-07-22,2027-10-27,89.12960380578973
629,Initiative 629,2018-01-28,2027-04-19,80.50232909168682
630,Initiative 630,2015-03-15,2028-07-21,85.74404210035252
631,Initiative 631,2023-10-21,2029-06-12,63.075086250604414
632,Initiative 632,2018-04-20,2026-08-11,61.07136095921288
633,Initiative 633,2016-04-10,2029-07-31,91.30461389303932
634,Initiative 634,2021-09-23,2028-07-21,69.51945924514301
635,Initiative 635,2019-01-15,2029-06-07,78.76733612025392
636,Initiative 636,2023-05-12,2028-01-08,77.57977361831084
637,Initiative 637,2018-05-03,2028-09-14,79.25834112265095
638,Initiative 638,2023-05-29,2025-04-15,53.47532137332471
639,Initiative 639,2019-10-01,2025-02-11,65.12368228082929
640,Initiative 640,2022-02-17,2025-11-14,53.32402697432088
641,Initiative 641,2015-12-31,2027-04-22,74.00804876343271
642,Initiative 642,2018-06-21,2026-10-19,95.10493402034945
643,Initiative 643,2019-10-01,2025-04-01,69.45880916571394
644,Initiative 644,2020-01-30,2026-12-22,89.12248769653203
645,Initiative 645,2023-05-12,2025-03-05,64.3623179467515
646,Initiative 646,2024-09-21,2026-12-08,92.81328860184028
647,Initiative 647,2019-03-21,2026-03-17,70.97515544372321
648,Initiative 648,2019-04-30,2025-02-11,67.76087078254486
649,Initiative 649,2024-09-21,2028-06-27,84.87398022688978
650,Initiative 650,2015-06-01,2028-01-08,75.63786411278913
651,Initiative 651,2023-11-13,2026-10-19,66.86600223675912
652,Initiative 652,2015-06-20,2029-08-18,52.90461147387383
653,Initiative 653,2015-02-14,2029-01-22,58.331966190829995
654,Initiative 654,2024-09-21,2025-01-06,88.61618585632932
655,Initiative 655,2023-07-17,2026-12-22,96.03658537810036
656,Initiative 656,2023-10-21,2027-08-30,58.441914238766394
657,Initiative 657,2021-09-21,2028-09-25,78.4720610754103
658,Initiative 658,2018-03-02,2025-12-05,51.70868469696268
659,Initiative 659,2021-03-24,2025-11-14,64.54217286248894
660,Initiative 660,2020-05-03,2026-11-29,72.43939795102258
661,Initiative 661,2022-10-28,2026-11-29,86.79389336494049
662,Initiative 662,2016-06-01,2027-01-16,52.20539267349093
663,Initiative 663,2021-01-23,2026-11-29,89.06153255014081
664,Initiative 664,2019-04-30,2028-06-27,60.132388215265955
665,Initiative 665,2020-11-02,2028-06-27,87.97658855224604
666,Initiative 666,2016-11-16,2027-01-16,81.27354058929899
667,Initiative 667,2018-10-25,2026-05-17,66.97879184621512
668,Initiative 668,2019-11-30,2026-03-17,86.1875740395587
669,Initiative 669,2021-10-26,2028-01-26,61.81612919069613
670,Initiative 670,2023-08-01,2026-12-21,60.98639795079396
671,Initiative 671,2015-05-11,2025-03-05,53.08723790872579
672,Initiative 672,2022-06-12,2027-10-27,69.65385869120504
673,Initiative 673,2015-07-31,2027-11-05,54.885331555134115
674,Initiative 674,2016-04-11,2028-08-12,70.97504526798228
675,Initiative 675,2020-06-06,2028-07-20,50.490178803853034
676,Initiative 676,2015-05-11,2028-05-17,57.75416735788889
677,Initiative 677,2021-09-21,2029-05-02,96.61859703460999
678,Initiative 678,2020-05-03,2026-11-29,89.7780908085206
679,Initiative 679,2020-11-13,2029-09-28,61.808179536777246
680,Initiative 680,2015-11-26,2029-03-09,85.91460035356744
681,Initiative 681,2016-07-19,2027-10-21,83.42408955377184
682,Initiative 682,2022-06-12,2025-02-11,58.84628070219026
683,Initiative 683,2016-07-19,2029-02-23,68.55292635053746
684,Initiative 684,2016-04-11,2027-03-02,95.68528712808184
685,Initiative 685,2024-11-01,2026-11-29,86.93589416028252
686,Initiative 686,2018-04-20,2027-11-05,88.01745981532461
687,Initiative 687,2019-03-21,2026-01-03,78.19430168673145
688,Initiative 688,2018-09-03,2027-03-02,83.2769899367553
689,Initiative 689,2024-11-01,2029-02-23,75.43692381341528
690,Initiative 690,2018-09-06,2026-01-03,87.04469016681168
691,Initiative 691,2016-07-16,2027-05-26,86.63638227108478
692,Initiative 692,2019-02-23,2028-06-20,51.55415937861235
693,Initiative 693,2015-07-31,2025-02-11,81.58871963198818
694,Initiative 694,2017-04-19,2025-11-14,81.49068318620903
695,Initiative 695,2019-08-09,2027-05-26,53.36599827998158
696,Initiative 696,2021-05-22,2029-05-22,70.51906325868214
697,Initiative 697,2018-06-22,2028-05-17,94.93945618061649
698,Initiative 698,2016-12-21,2026-11-29,97.67194123516572
699,Initiative 699,2023-10-21,2029-08-18,89.11054738566092
700,Initiative 700,2020-06-06,2029-03-09,57.5735594485425
701,Initiative 701,2017-07-22,2029-08-27,68.73599783940273
702,Initiative 702,2021-09-21,2027-11-05,59.12766746085447
703,Initiative 703,2020-05-20,2028-06-05,82.60680680803077
704,Initiative 704,2016-10-22,2029-06-12,88.65722256563375
705,Initiative 705,2018-09-06,2028-09-14,94.1882859312301
706,Initiative 706,2021-03-24,2028-02-25,93.03242377341851
707,Initiative 707,2019-11-30,2027-01-16,54.960496383045545
708,Initiative 708,2020-05-03,2025-11-07,56.283700348952145
709,Initiative 709,2016-07-19,2025-12-11,95.48359064710344
710,Initiative 710,2021-09-23,2027-01-16,92.18922159589664
711,Initiative 711,2018-06-21,2026-07-23,73.01890825247199
712,Initiative 712,2015-11-20,2028-06-20,71.50260458885766
713,Initiative 713,2022-10-28,2027-09-26,77.63998374415601
714,Initiative 714,2016-04-01,2029-08-02,79.83179249408116
715,Initiative 715,2023-07-17,2026-12-08,62.71082802171524
716,Initiative 716,2019-03-21,2027-09-26,70.18708817386262
717,Initiative 717,2020-05-03,2027-01-16,80.98464820694589
718,Initiative 718,2017-07-31,2026-11-29,60.31336930345561
719,Initiative 719,2021-09-21,2029-07-31,99.94166188166055
720,Initiative 720,2019-11-30,2025-10-22,64.14697261460186
721,Initiative 721,2016-02-24,2028-05-17,77.62076390109999
722,Initiative 722,2015-12-24,2028-08-20,77.70797968662285
723,Initiative 723,2018-07-11,2029-09-28,72.5742614194552
724,Initiative 724,2016-10-22,2029-02-17,62.07717283385721
725,Initiative 725,2016-07-19,2025-04-01,78.26765361677597
726,Initiative 726,2024-06-27,2028-09-25,54.55072076750553
727,Initiative 727,2022-04-14,2025-01-06,69.34630566677669
728,Initiative 728,2024-06-27,2025-12-11,61.21260975080019
729,Initiative 729,2019-02-23,2027-06-19,56.20888869844732
730,Initiative 730,2016-10-22,2026-09-22,96.27414654405788
731,Initiative 731,2023-11-13,2026-09-22,84.99714574716367
732,Initiative 732,2023-07-17,2029-03-09,58.44144411705666
733,Initiative 733,2021-06-02,2025-11-14,97.46979302997582
734,Initiative 734,2016-06-01,2028-05-17,60.79960540738788
735,Initiative 735,2020-05-20,2026-03-07,61.780663189861926
736,Initiative 736,2022-09-09,2026-12-21,56.663518777253074
737,Initiative 737,2020-11-02,2027-01-16,86.39265677157414
738,Initiative 738,2020-05-03,2028-01-26,78.54377163174479
739,Initiative 739,2024-09-21,2028-06-20,52.91255662074354
740,Initiative 740,2024-09-21,2025-03-05,51.26499747074815
741,Initiative 741,2019-11-30,2026-11-29,76.63297438878654
742,Initiative 742,2021-08-14,2027-04-19,82.57655959613435
743,Initiative 743,2023-03-18,2029-09-28,91.14368082579333
744,Initiative 744,2016-04-01,2029-06-30,73.91364620777696
745,Initiative 745,2020-05-03,2026-12-21,83.82652393795286
746,Initiative 746,2015-07-01,2026-07-23,86.68278304785446
747,Initiative 747,2018-09-03,2028-11-10,80.65263464890529
748,Initiative 748,2015-06-26,2029-10-03,67.61081261837131
749,Initiative 749,2021-05-22,2029-05-22,56.594774151382154
750,Initiative 750,2018-05-03,2026-07-23,82.37692722647509
751,Initiative 751,2020-01-30,2025-01-05,88.43481659061999
752,Initiative 752,2023-05-26,2029-05-04,59.491355932698085
753,Initiative 753,2016-07-16,2029-11-14,74.74333595407407
754,Initiative 754,2021-05-22,2027-11-05,69.86226923934771
755,Initiative 755,2018-07-11,2025-02-11,60.285153776265815
756,Initiative 756,2015-12-16,2029-05-22,62.265657493091844
757,Initiative 757,2023-10-21,2026-07-23,61.8837074163838
758,Initiative 758,2022-10-25,2029-05-21,70.94654772466825
759,Initiative 759,2015-12-16,2029-05-04,69.5230959165887
760,Initiative 760,2023-03-18,2029-11-20,77.70893661133861
761,Initiative 761,2015-06-20,2026-07-23,54.66053449313179
762,Initiative 762,2022-10-25,2027-11-05,79.0625167952131
763,Initiative 763,2024-11-01,2029-07-31,51.09230441449062
764,Initiative 764,2022-10-25,2025-01-06,62.868756417016044
765,Initiative 765,2015-05-11,2027-06-19,75.10690069897285
766,Initiative 766,2021-01-23,2028-07-20,84.34681516923285
