location_key,district,region,population_density,terrain_type,distance_to_nearest_health_center,regional_health_policy
424,North Judithbury,Adamawa,847,Flat,45.35199596968108,Policy A
425,Lisatown,Adamawa,658,Mountainous,7.3178378949465275,Policy C
426,New Kellystad,Southwest,333,Hilly,3.1902308682585243,Policy A
427,Cassandraton,Center,928,Hilly,1.4172960629194975,Policy A
428,Ericmouth,Far North,530,Mountainous,7.609258214406404,Policy A
429,New Roberttown,Southwest,502,Mountainous,33.06849954619048,Policy B
430,Ericmouth,Adamawa,878,Flat,36.51011536082658,Policy B
431,Herrerafurt,Center,865,Hilly,39.432032819642046,Policy C
432,Ramirezstad,East,708,Hilly,12.563556489264961,Policy B
433,New Kellystad,East,565,Hilly,15.641793256445235,Policy A
434,West Michael,Center,596,Flat,24.415164955492223,Policy B
435,Cassandraton,North,241,Mountainous,3.6275632945812113,Policy C
436,North Judithbury,Center,98,Flat,30.751505398956684,Policy C
437,East Jessetown,East,561,Flat,49.19488416695001,Policy A
438,Ericmouth,North,66,Hilly,18.359912413211127,Policy B
439,Robinsonshire,Adamawa,221,Flat,37.765950017023506,Policy A
440,Jacquelineland,North,269,Mountainous,25.251678820695595,Policy A
441,Ericmouth,Littoral,207,Mountainous,6.826686295838945,Policy B
442,East Jill,Center,526,Hilly,29.320753715728024,Policy B
443,East Jessetown,North,95,Hilly,15.343776287981216,Policy B
444,New Jessica,Northwest,422,Mountainous,2.2029588184461826,Policy B
445,Lake Chad,Far North,567,Mountainous,31.929021640828317,Policy B
446,Herrerafurt,North,148,Hilly,43.01715129157402,Policy B
447,Cassandraton,Center,941,Flat,17.566103461543772,Policy B
448,Lake Chad,Littoral,794,Hilly,19.81962958703214,Policy A
449,New Jessica,Far North,86,Mountainous,44.60557330687697,Policy C
450,Ramirezstad,East,329,Hilly,40.77363626168412,Policy B
451,East Jessetown,Southwest,398,Mountainous,35.89016476581297,Policy A
452,New Kellystad,Littoral,546,Hilly,12.815454655780822,Policy B
453,Jacquelineland,Northwest,351,Mountainous,45.555724420848904,Policy A
454,Lisatown,Far North,230,Hilly,8.143579998191044,Policy B
455,Ericmouth,Littoral,656,Hilly,31.52514071115248,Policy B
456,East Jill,East,148,Hilly,1.9256584370526757,Policy C
457,Lake Chad,Center,749,Mountainous,32.36413041308482,Policy B
458,North Judithbury,Northwest,165,Hilly,14.218645417731311,Policy C
459,Ramirezstad,Adamawa,240,Mountainous,22.75901037059414,Policy A
460,West Michael,Southwest,302,Flat,17.59059532682413,Policy C
461,Lisatown,East,977,Mountainous,9.05145943418739,Policy C
462,Herrerafurt,Far North,210,Hilly,31.288049109646767,Policy C
463,Lake Chad,North,305,Mountainous,44.15778997946007,Policy C
464,New Roberttown,Adamawa,372,Flat,47.97466999297897,Policy B
465,Cassandraton,North,177,Flat,10.021144976118796,Policy B
466,New Jessica,Far North,67,Hilly,36.009952316117186,Policy B
467,Cassandraton,Northwest,842,Mountainous,33.384798646981274,Policy B
468,East Jessetown,Adamawa,784,Flat,17.497200583941343,Policy B
469,North Noahstad,Littoral,615,Flat,1.445410368009429,Policy C
470,Ramirezstad,East,619,Mountainous,34.644666741986875,Policy B
471,North Noahstad,East,372,Flat,47.30199559769526,Policy C
472,Lake Chad,Northwest,921,Mountainous,31.789946034824744,Policy B
473,Cassandraton,Northwest,735,Hilly,22.046989847287886,Policy C
474,New Kellystad,North,841,Flat,26.495117758525605,Policy A
475,North Noahstad,Far North,675,Flat,10.381625979165918,Policy B
476,West Michael,Center,337,Flat,37.65193610581001,Policy C
477,Lake Debra,North,992,Flat,37.447781585487526,Policy C
478,Lisatown,Southwest,903,Flat,7.703106369177535,Policy B
479,Lake Chad,Littoral,712,Flat,43.95992993373312,Policy A
480,New Kellystad,Southwest,688,Hilly,13.82489210392861,Policy C
481,Robinsonshire,Adamawa,204,Mountainous,49.12167501636244,Policy B
482,New Jessica,Center,539,Flat,19.45369919484367,Policy A
483,Jacquelineland,Northwest,435,Flat,9.305260907357733,Policy B
484,North Noahstad,Far North,834,Hilly,17.910145511609787,Policy C
485,New Kellystad,Far North,153,Flat,22.288926270511062,Policy B
486,West Michael,North,978,Mountainous,3.930734765395594,Policy B
487,North Judithbury,Center,442,Hilly,29.12180987055283,Policy A
488,North Noahstad,Northwest,860,Mountainous,30.082805773510568,Policy A
489,North Noahstad,Southwest,295,Flat,37.07705753979887,Policy B
490,Lisatown,East,225,Flat,1.9439096683917931,Policy B
491,Lake Chad,Adamawa,88,Hilly,27.29129161447459,Policy B
492,Jacquelineland,Littoral,526,Mountainous,3.118917946897887,Policy B
493,New Jessica,Far North,731,Hilly,35.206638888349346,Policy C
494,Cassandraton,East,808,Mountainous,3.258535292198731,Policy B
495,Port Keith,East,587,Mountainous,45.63052849291082,Policy B
496,Port Keith,Northwest,916,Mountainous,35.253087060782576,Policy A
497,Port Keith,North,867,Flat,25.615793371715277,Policy B
498,Lisatown,Far North,970,Flat,22.354444202418158,Policy A
499,Ramirezstad,Far North,457,Hilly,6.968295205456488,Policy A
500,Port Jesseville,Northwest,574,Mountainous,14.904469783450823,Policy B
501,Robinsonshire,Littoral,877,Hilly,43.513475698534364,Policy B
502,New Roberttown,Littoral,555,Flat,45.27041417234345,Policy B
503,North Noahstad,Center,952,Hilly,0.5370115643412876,Policy B
504,Ramirezstad,Northwest,874,Mountainous,29.909751378138786,Policy A
505,New Jessica,Northwest,85,Mountainous,36.10538014674312,Policy B
506,Cassandraton,North,734,Mountainous,31.127975631651513,Policy C
507,New Roberttown,Center,69,Mountainous,4.543148360884522,Policy B
508,Lake Roberto,Southwest,370,Hilly,11.27738249054566,Policy B
509,North Noahstad,Center,825,Mountainous,12.891843235378609,Policy A
510,Lake Roberto,North,561,Mountainous,41.67036924960194,Policy B
511,Lisatown,Far North,449,Mountainous,23.428372097291565,Policy A
512,Lake Debra,Center,703,Flat,24.597996491091223,Policy A
513,North Judithbury,Far North,932,Mountainous,46.77720580444817,Policy B
514,East Jill,East,520,Flat,32.035751498308414,Policy B
515,Lake Roberto,Adamawa,192,Mountainous,44.98405122685686,Policy A
516,Port Jesseville,Adamawa,141,Mountainous,23.097188339405882,Policy C
517,New Jessica,East,403,Flat,7.897094796655565,Policy A
518,New Roberttown,Littoral,883,Flat,46.53181190666724,Policy A
519,Port Keith,Far North,849,Mountainous,23.205903225543143,Policy C
520,Lake Chad,Southwest,776,Mountainous,9.490755383001682,Policy C
521,Jacquelineland,Northwest,903,Flat,15.46858914504415,Policy A
522,Lisatown,Northwest,100,Flat,3.014728189602641,Policy A
523,New Kellystad,Southwest,714,Flat,23.680879277091066,Policy C
524,Port Jesseville,Adamawa,747,Hilly,42.72984450955671,Policy C
525,New Kellystad,Littoral,624,Hilly,46.712232572331125,Policy A
526,Lake Roberto,Adamawa,239,Hilly,46.66380927143037,Policy C
527,Lake Debra,Southwest,174,Flat,6.698886268622964,Policy B
528,North Judithbury,Far North,199,Mountainous,19.411667184297322,Policy C
529,East Jessetown,Southwest,363,Mountainous,1.8973236027099654,Policy A
530,Lake Chad,East,619,Mountainous,42.830684576087904,Policy B
531,Lake Roberto,Littoral,391,Flat,18.258410220053054,Policy B
532,Robinsonshire,Northwest,354,Mountainous,31.74029288066562,Policy B
533,Ramirezstad,Southwest,741,Flat,35.88747268482579,Policy B
534,Port Keith,Northwest,731,Flat,21.77731115228619,Policy C
535,East Jill,Southwest,887,Flat,15.668895659237029,Policy C
536,West Michael,Littoral,832,Hilly,48.12953905073926,Policy A
537,Lake Roberto,Northwest,103,Flat,48.242167138680784,Policy A
538,East Jessetown,Far North,493,Mountainous,14.827100217486086,Policy C
539,Port Keith,Center,662,Flat,24.241442288850674,Policy B
540,Lake Debra,Adamawa,313,Mountainous,48.655785853671105,Policy C
541,Port Keith,Southwest,102,Hilly,0.7409861789474097,Policy B
542,Ramirezstad,Northwest,621,Flat,20.92757329476789,Policy B
543,West Michael,Far North,669,Mountainous,5.472648709207937,Policy A
544,New Jessica,Center,54,Hilly,25.70331929534883,Policy C
545,Cassandraton,Southwest,152,Flat,1.721162749754114,Policy B
546,Port Keith,Littoral,245,Flat,20.64147235383608,Policy C
547,New Jessica,Center,823,Flat,11.42460420187409,Policy C
548,Ramirezstad,Far North,926,Hilly,26.89876394170767,Policy B
549,Lake Chad,Far North,933,Mountainous,49.801685630484634,Policy B
550,West Michael,Adamawa,399,Flat,40.12653720377401,Policy A
551,Port Keith,Southwest,96,Hilly,42.359283535408856,Policy B
552,Robinsonshire,Southwest,916,Flat,31.945616874274503,Policy A
553,Port Jesseville,North,872,Hilly,2.5572124894767985,Policy A
554,Port Keith,Far North,985,Flat,10.736484964185134,Policy C
555,Ericmouth,East,869,Mountainous,46.29069554412922,Policy A
556,Lake Roberto,Center,705,Flat,18.622599337473186,Policy B
557,Ericmouth,Far North,318,Mountainous,5.630017960799381,Policy B
558,Ramirezstad,Center,419,Mountainous,35.269065610377,Policy A
559,Port Jesseville,Adamawa,685,Flat,15.323157334745604,Policy C
560,Lake Roberto,Littoral,155,Hilly,13.808417188756499,Policy C
561,Ericmouth,Adamawa,719,Mountainous,49.899884050133885,Policy C
562,Port Keith,North,708,Mountainous,42.97787678881939,Policy A
563,New Roberttown,Adamawa,706,Flat,20.692922009208132,Policy A
564,North Noahstad,North,169,Hilly,49.022929786916706,Policy B
565,Lake Roberto,Far North,880,Mountainous,32.68060455925107,Policy B
566,Ericmouth,Southwest,836,Flat,37.230111368048135,Policy A
567,Cassandraton,North,653,Mountainous,2.0598956325694737,Policy C
568,Cassandraton,Center,107,Mountainous,6.519460337728827,Policy C
569,West Michael,Northwest,395,Mountainous,31.8377137615638,Policy A
570,New Roberttown,Center,790,Flat,45.00168714114945,Policy A
571,Lake Debra,Center,523,Flat,31.375314441335984,Policy A
572,Lake Debra,Center,166,Hilly,7.134232268790093,Policy C
573,Lake Roberto,North,879,Hilly,6.230122289193069,Policy A
574,New Kellystad,Southwest,840,Mountainous,42.28720184329204,Policy B
575,Lake Debra,Adamawa,176,Mountainous,7.395465766041759,Policy C
576,Lisatown,East,442,Hilly,26.25148204494926,Policy C
577,New Roberttown,Adamawa,957,Flat,2.3371093381339625,Policy B
578,Lake Chad,Littoral,690,Hilly,4.49315348586328,Policy B
579,Lake Chad,Far North,107,Hilly,33.78123924832181,Policy A
580,Cassandraton,Northwest,683,Flat,34.614479816162074,Policy A
581,West Michael,Adamawa,562,Flat,17.4027356271179,Policy C
582,Port Keith,East,800,Flat,11.172683379530715,Policy C
583,Lake Chad,North,851,Mountainous,40.77865840248674,Policy C
584,East Jill,North,145,Flat,11.246609858759573,Policy C
585,Lisatown,Adamawa,687,Mountainous,27.330339948485797,Policy C
586,Lake Chad,Littoral,167,Mountainous,48.426337622713824,Policy C
587,New Kellystad,Littoral,609,Hilly,7.818695674187997,Policy C
588,Jacquelineland,Center,650,Mountainous,47.07337524098809,Policy B
589,North Judithbury,Northwest,537,Flat,9.553206126899099,Policy B
590,Jacquelineland,North,286,Flat,28.588438797149863,Policy A
591,New Kellystad,North,934,Hilly,19.16188174195786,Policy A
592,Port Jesseville,North,946,Hilly,48.263965774340384,Policy C
593,North Judithbury,North,321,Mountainous,14.040330435595877,Policy A
594,Herrerafurt,Southwest,238,Flat,20.283071103244804,Policy C
595,North Noahstad,Adamawa,753,Mountainous,49.15157583384332,Policy B
596,New Kellystad,Southwest,496,Hilly,27.055284363829422,Policy C
597,Lake Chad,Far North,630,Mountainous,25.380190723252046,Policy A
598,West Michael,Littoral,839,Flat,13.26003516609757,Policy C
599,West Michael,Littoral,910,Mountainous,35.21749623536685,Policy B
600,New Jessica,Northwest,296,Mountainous,1.2114611129999933,Policy B
601,Lake Roberto,Littoral,125,Hilly,2.95087517026353,Policy B
602,Port Jesseville,Center,203,Flat,30.168250063222235,Policy B
603,Lake Roberto,Southwest,705,Hilly,17.41289140401348,Policy A
604,Ericmouth,Southwest,484,Hilly,47.68916042394755,Policy B
605,Lake Chad,East,135,Flat,45.20793919077789,Policy C
606,Port Jesseville,Littoral,746,Flat,35.82845980449701,Policy B
607,North Judithbury,Littoral,334,Hilly,40.99820626582617,Policy B
608,New Kellystad,North,269,Mountainous,33.53292655855082,Policy B
609,Cassandraton,Adamawa,118,Hilly,6.716314084152954,Policy B
610,New Kellystad,East,96,Flat,38.394396799615535,Policy A
611,Robinsonshire,Southwest,143,Flat,10.904502451582896,Policy C
612,Port Keith,Northwest,799,Flat,16.51042132745974,Policy C
613,Lake Debra,Center,502,Flat,41.0520934990698,Policy C
614,New Jessica,Northwest,253,Flat,27.058017615475688,Policy B
615,West Michael,Southwest,961,Mountainous,43.06706535207876,Policy C
616,North Judithbury,Far North,267,Mountainous,11.045248332241577,Policy B
617,New Kellystad,Adamawa,523,Flat,30.585032711040917,Policy C
618,Jacquelineland,North,481,Flat,4.64765314113895,Policy A
619,Jacquelineland,North,390,Flat,32.33151918023147,Policy B
620,North Judithbury,East,600,Mountainous,38.24543486988897,Policy C
621,New Roberttown,Littoral,661,Mountainous,29.454079251946723,Policy B
622,Lake Chad,Far North,338,Flat,13.678459324191108,Policy C
623,Lake Debra,Littoral,303,Flat,2.0514621085139026,Policy C
624,Port Keith,East,783,Mountainous,6.412719756232145,Policy B
625,Robinsonshire,Far North,406,Mountainous,31.303997464164297,Policy B
626,East Jill,Center,72,Mountainous,46.75380073370443,Policy C
627,Ericmouth,Northwest,811,Mountainous,10.723452996614316,Policy C
628,New Kellystad,Adamawa,571,Flat,36.88379438070239,Policy B
629,Cassandraton,Northwest,807,Hilly,43.38932763082756,Policy C
630,Lisatown,Adamawa,886,Flat,26.283667833151796,Policy A
631,Port Keith,Center,149,Hilly,33.628656894261056,Policy C
632,Cassandraton,Center,851,Mountainous,40.84325817546933,Policy C
633,Cassandraton,Southwest,229,Mountainous,13.403420308159381,Policy A
634,New Kellystad,Far North,272,Mountainous,15.196335876268128,Policy C
635,Ericmouth,East,955,Flat,0.5310620731085804,Policy B
636,Lake Chad,Littoral,811,Mountainous,48.173159479441225,Policy C
637,Ericmouth,Northwest,708,Hilly,45.91847228251907,Policy A
638,New Roberttown,East,491,Hilly,38.346129056091804,Policy B
639,Port Jesseville,Far North,657,Mountainous,4.414263038344082,Policy B
640,North Judithbury,Far North,818,Mountainous,22.65139304012565,Policy B
641,West Michael,Far North,374,Mountainous,5.543641821591864,Policy C
642,East Jill,Adamawa,565,Flat,1.288053229508531,Policy C
643,Herrerafurt,Southwest,65,Hilly,31.001056778023568,Policy B
644,Lake Roberto,Northwest,841,Hilly,48.06105614546933,Policy A
645,New Roberttown,Center,385,Hilly,45.19196715989143,Policy C
646,East Jill,Northwest,808,Hilly,34.989363339302514,Policy C
647,North Judithbury,Southwest,307,Flat,5.283708916161135,Policy C
648,Lake Roberto,Center,546,Mountainous,14.071119864778856,Policy A
649,Lisatown,East,945,Flat,16.342807980821902,Policy B
650,North Judithbury,Adamawa,209,Hilly,38.27592785840528,Policy C
651,New Jessica,Adamawa,524,Mountainous,40.21133437213815,Policy A
652,Lake Debra,Southwest,901,Mountainous,19.56275308800106,Policy C
653,Lake Roberto,Adamawa,713,Hilly,21.18525783257168,Policy A
654,Lake Debra,Adamawa,957,Mountainous,2.703197444170481,Policy C
655,Port Jesseville,Littoral,739,Flat,14.81226756172867,Policy A
656,East Jessetown,Northwest,724,Flat,22.838616270293176,Policy A
657,Jacquelineland,Southwest,429,Mountainous,6.2906607960702505,Policy C
658,Lisatown,Center,594,Mountainous,22.936739307373557,Policy A
659,Port Keith,Southwest,978,Mountainous,42.73220270676112,Policy C
660,Ericmouth,Adamawa,740,Flat,29.27539047639014,Policy C
661,Herrerafurt,Center,476,Mountainous,4.4070278244014105,Policy A
662,Robinsonshire,Northwest,662,Hilly,9.98773028209858,Policy B
663,New Jessica,Adamawa,317,Flat,23.989945332848535,Policy B
664,New Jessica,Northwest,884,Flat,18.393613916179696,Policy B
665,East Jessetown,Adamawa,626,Mountainous,18.25698746753189,Policy A
666,Robinsonshire,Center,466,Flat,26.698738683107713,Policy B
667,North Noahstad,Southwest,217,Hilly,29.42759811867814,Policy B
668,East Jessetown,Southwest,891,Mountainous,39.944647728671455,Policy B
669,Jacquelineland,Littoral,92,Hilly,17.37784489139299,Policy C
670,North Judithbury,Center,605,Hilly,40.37058101050904,Policy A
671,North Noahstad,North,334,Flat,17.26125584107531,Policy C
672,Jacquelineland,North,446,Hilly,3.2439329525910745,Policy C
673,New Kellystad,North,61,Mountainous,27.932288724737163,Policy B
674,New Kellystad,Littoral,656,Mountainous,29.60116508229332,Policy A
675,Lisatown,Adamawa,351,Flat,46.75974215828207,Policy A
676,New Roberttown,Northwest,947,Hilly,36.44003564009248,Policy A
677,Jacquelineland,Far North,302,Mountainous,45.929746298474754,Policy B
678,Lake Roberto,Adamawa,548,Hilly,45.46318690702898,Policy A
679,East Jessetown,North,803,Mountainous,30.426418457782987,Policy B
680,North Noahstad,Center,84,Mountainous,26.624222234154153,Policy A
681,New Jessica,Center,776,Mountainous,28.093327874598195,Policy A
682,East Jessetown,North,898,Flat,48.927374980023764,Policy A
683,Jacquelineland,Southwest,139,Mountainous,38.771800741474465,Policy C
684,East Jill,Adamawa,825,Mountainous,5.760162287223594,Policy B
685,Herrerafurt,Northwest,654,Hilly,39.032206135679296,Policy B
686,West Michael,Adamawa,971,Hilly,8.941633420462182,Policy A
687,Lake Chad,Center,651,Mountainous,22.64385217577847,Policy B
688,Herrerafurt,Littoral,467,Hilly,10.917753772738447,Policy B
689,New Roberttown,Far North,164,Flat,34.63436174389487,Policy B
690,Ramirezstad,Adamawa,666,Mountainous,43.926831941555264,Policy B
691,Cassandraton,Southwest,952,Mountainous,14.872913325650707,Policy A
692,North Judithbury,East,245,Flat,4.559531689805288,Policy A
693,Lake Chad,Southwest,875,Mountainous,15.275408354710683,Policy C
694,Port Jesseville,North,550,Mountainous,33.78191196764362,Policy C
695,East Jessetown,Adamawa,675,Flat,16.77362631394527,Policy A
696,Lake Chad,Southwest,542,Mountainous,14.26655229391327,Policy B
697,Herrerafurt,Far North,124,Hilly,9.629541933921114,Policy B
698,Port Keith,Northwest,462,Hilly,25.12706313028446,Policy C
699,Lake Debra,East,425,Hilly,14.159466993780786,Policy C
700,Lake Chad,Southwest,469,Mountainous,36.685012282404415,Policy C
701,Robinsonshire,Far North,778,Hilly,4.292808898614034,Policy B
702,Ramirezstad,North,326,Mountainous,33.36963513901022,Policy A
703,Ericmouth,Northwest,810,Hilly,12.259220721104608,Policy B
