worker_key,worker_id,worker_role,years_of_experience,certification_status,specialization,healthcare_facility_key
284,174e6248-da27-4919-bd03-3fda264d4d0e,Doctor,31,Certified,Obstetrics,172
285,bc7e3e70-257f-4598-a985-0f620404ed5e,Nurse,28,Uncertified,Obstetrics,6216
286,f0a4cc8d-77bd-4e70-b1e5-7ccfce819acf,Doctor,34,Certified,Pediatrics,2315
287,60445cae-abe6-4d42-a152-c861343ae913,Nurse,32,Certified,Obstetrics,6585
288,f914cc19-be2f-4645-aed2-4ab438b0c5af,Doctor,16,Uncertified,Pediatrics,3239
289,63f93877-bc5f-4153-99d6-27e32af15324,Nurse,17,Certified,Surgery,5540
290,3473862c-7611-4c02-8b73-6403a824d04c,Doctor,19,Uncertified,Surgery,7654
291,2f96530b-d3ab-4c3f-b458-98b0b845e393,Nurse,37,Certified,Pediatrics,1307
292,345a7238-bace-46e7-b273-6a9e2b85e585,Midwife,28,Uncertified,Obstetrics,3622
293,73b76c57-8147-4a1e-ab0a-2fb548fb11f0,Doctor,32,Certified,Surgery,4965
294,99300e2b-36bd-4f09-9074-abea449534f7,Nurse,3,Certified,General,8732
295,aae35cae-6d13-401d-90b8-4703faccde01,Midwife,33,Uncertified,Pediatrics,4268
296,1895f5da-cc04-4d6b-814d-7938643536b3,Nurse,20,Uncertified,Obstetrics,9545
297,9a6bd971-088b-4fee-9fb4-2240948bf086,Nurse,35,Certified,Surgery,2756
298,84f73884-8c78-4ee1-8d67-b50702a80927,Doctor,35,Uncertified,Obstetrics,9266
299,f85e2283-b851-4114-a575-e8af6e48582c,Nurse,25,Uncertified,Pediatrics,3731
300,713ed7a3-bf6f-4874-85dd-2002ba2d835f,Midwife,26,Certified,Obstetrics,6040
301,bef24d03-dbde-48e8-b9e5-cbb035372547,Nurse,38,Certified,Obstetrics,3583
302,4de07f10-4f3e-4166-a9d1-53e1277d0dc9,Doctor,27,Certified,General,8052
303,c607560f-7280-4d5c-8165-7c6eec899be4,Doctor,18,Uncertified,Pediatrics,9894
304,922e590a-e2f6-41b7-8ec0-3751c4cfaa8b,Midwife,26,Uncertified,Pediatrics,7512
305,aa1af070-329c-4dfa-b0db-93f0a0c15094,Doctor,14,Certified,Obstetrics,2775
306,9d319350-5b7e-42ff-839b-edd0781241bc,Midwife,7,Uncertified,Surgery,7484
307,47864f3d-f07f-49b0-a14e-4b5f5cf1fa61,Midwife,17,Certified,Surgery,8188
308,6e455608-fde1-4736-bbfd-f54a1763be41,Midwife,10,Uncertified,General,9121
309,d0eb4f87-c971-4143-8eeb-6993cb8275f1,Nurse,10,Certified,Pediatrics,8612
310,9976dfa0-05f1-4481-abbf-cb6f9dc9c5cf,Doctor,11,Certified,Pediatrics,218
311,eb200237-18c3-41f4-bee2-d7aa32a4d31a,Midwife,16,Certified,General,6171
312,f00dc347-ea50-4c37-8aea-2c816a3289a4,Doctor,6,Certified,Pediatrics,8162
313,a96f61cc-a82c-4ed3-b50e-da50c56afa5b,Nurse,36,Certified,Pediatrics,4154
314,8f29829f-f318-4320-a374-c6a45da1981b,Doctor,38,Certified,General,9445
315,599e2787-491a-4b0c-83b4-e4d41b815737,Nurse,28,Certified,Surgery,24
316,3f3676d6-d08a-4229-bda7-d90ac0506c08,Nurse,37,Certified,Pediatrics,9754
317,6f71b9ba-6b20-4590-859b-3fa5b73cdcb4,Doctor,25,Uncertified,General,6650
318,4cd6701c-d5dc-4956-931c-2818f61c1661,Doctor,34,Uncertified,Pediatrics,3804
319,caf34ebb-7e66-453c-aa06-d23a4143da2f,Nurse,25,Uncertified,Surgery,8503
320,f7f199e1-f5dc-4f5f-b04c-6cda36a1e8cc,Doctor,1,Uncertified,General,2814
321,c4a3165a-70c3-4b26-8a20-ba4a3bdaec88,Doctor,35,Uncertified,General,3846
322,be83e909-0e94-43eb-a1d6-c0768c91f81c,Midwife,37,Certified,Pediatrics,2088
323,f1dbc1a3-e450-43e0-8950-247cc55fca61,Nurse,11,Certified,Obstetrics,1921
324,804ce722-217a-4200-9359-5617b62772e8,Midwife,34,Uncertified,General,8127
325,a8c01450-07ad-4729-9295-ea37f181aa39,Doctor,30,Uncertified,Surgery,1626
326,5842e17a-6fce-4669-a394-eb4d54ede5c3,Midwife,1,Uncertified,Obstetrics,7220
327,8d99a727-167f-4607-bcc4-0681eb1ba989,Midwife,29,Certified,Obstetrics,7534
328,cc8146bc-8ad5-410c-b147-d08830fe7141,Midwife,29,Certified,Surgery,8954
329,730940c6-bd7a-49e2-8d8d-aabee4d887f0,Midwife,9,Uncertified,Surgery,5538
330,87569963-97ea-4bf7-972f-a76c714a792c,Midwife,19,Uncertified,General,7325
331,80a10327-8a2c-493d-80ef-4f70ec1ffcbd,Doctor,22,Uncertified,Surgery,7029
332,460017c8-71ef-4d6c-ba06-ae193c840528,Midwife,16,Uncertified,Obstetrics,3060
333,5ad1904c-4397-428d-90b6-ba753ed9d8e3,Doctor,22,Certified,Pediatrics,249
334,673d2405-d1c4-4de4-9b31-e68b0b1c0116,Midwife,36,Certified,Surgery,4988
335,36ddcbc1-9e74-4b6a-91a4-2ce7821393f1,Midwife,2,Certified,Pediatrics,5490
336,2861d243-6523-45bf-8a63-3da780dc7539,Doctor,20,Certified,General,2573
337,2659185b-0ec9-47c6-92c8-627cbf3542d4,Midwife,5,Uncertified,Surgery,4335
338,dc4e8ff1-82f1-4cf2-8b8a-48fb3d5fd707,Doctor,28,Certified,Obstetrics,3111
339,d4259065-9779-4b8d-a519-c3e8921603fe,Doctor,20,Uncertified,Pediatrics,3389
340,64ae14a6-47c9-4691-a3d2-bf70ac4e1350,Doctor,27,Certified,Obstetrics,4639
341,a3c8a09b-f3ca-4e38-9bb6-eb7ecd5df7bc,Doctor,16,Uncertified,Pediatrics,5437
342,38e815f2-ee2a-40b8-83e5-4ecf2a57a025,Doctor,39,Uncertified,General,5314
343,3b711723-dff7-4df4-8647-7f744c54e2e3,Nurse,38,Uncertified,General,2677
344,67dbfad4-8744-4c23-804a-67725bbb52d7,Midwife,21,Certified,Pediatrics,8592
345,ff2abdf7-2d43-48b0-9479-594c98490c68,Doctor,36,Uncertified,Obstetrics,7707
346,1a24bac7-d1fb-4164-afc9-41de1cb27402,Doctor,31,Certified,Surgery,3892
347,083dd6f7-638d-4efe-9b0d-2428af9f9ce0,Nurse,35,Uncertified,Obstetrics,9233
348,73adf9e6-8120-4d2d-bc31-c67bd2924791,Nurse,28,Certified,Pediatrics,5693
349,8bc035bb-8567-496b-814e-d36c104162d0,Nurse,11,Uncertified,Surgery,3884
350,de26ec1a-5482-4427-b5a6-d5cc0b8591ff,Doctor,33,Uncertified,Obstetrics,7180
351,4a6dc41b-9f34-4145-ab6b-66544f728817,Nurse,7,Uncertified,Obstetrics,9240
352,e79b186f-002d-45ff-ad5a-c9ee61bb1395,Nurse,4,Uncertified,Surgery,9376
353,0f004b33-cd68-46e0-9660-34854cb62fb0,Midwife,13,Uncertified,Pediatrics,3734
354,42725442-6701-44c5-ba18-b38f36418a2e,Nurse,33,Uncertified,Surgery,7241
355,6e28f7a4-75a5-43ff-86b5-595370f8c810,Doctor,21,Uncertified,Surgery,919
356,1f5dd7ba-9534-4e6d-a9fc-4e25bc125ea2,Doctor,9,Certified,Pediatrics,6288
357,14f89da1-e19f-4cc9-bdde-949ea835f6d1,Midwife,39,Uncertified,General,2611
358,2d6b5a30-2fae-4978-94c0-98b86d1040a0,Nurse,25,Certified,General,5955
359,0b55ea88-5689-4531-8fff-52ca1da49151,Nurse,34,Uncertified,General,9208
360,ba1e47dc-3cdc-4310-812a-c33ffc29cf3c,Nurse,11,Uncertified,Obstetrics,3868
361,67b20a54-ae3a-44d4-90ef-118d9315e61e,Doctor,23,Uncertified,Surgery,3194
362,59e4d312-faa1-4fb0-9021-6737b2e17215,Midwife,29,Certified,Pediatrics,9912
363,b5cd1696-68a5-4fe0-89e5-0e5d8d1ea9d1,Doctor,36,Uncertified,Surgery,2224
364,b3b056b8-ed1b-4f86-b601-47c880b18033,Nurse,25,Certified,Surgery,446
365,e727213a-9022-4ab2-a373-01de11f40812,Midwife,25,Certified,Pediatrics,9684
366,c9af2794-0adb-4073-8b5e-bf10a38a6573,Doctor,13,Certified,General,9150
367,5058dd61-1f64-4c0d-8d7d-9c5ed41bb559,Doctor,6,Uncertified,Surgery,4064
368,3700e363-38bb-4df4-9a28-538b85690625,Nurse,7,Uncertified,General,1328
369,d857fa2c-218a-4ac9-9f70-452837780394,Midwife,20,Uncertified,Obstetrics,8245
370,b71247c4-b6f3-48fa-aa7d-eb298b370113,Midwife,6,Certified,Surgery,6565
371,19b4f0b4-0053-4212-a6ae-02c5a95890e7,Doctor,7,Uncertified,Surgery,5401
372,5054e429-83ff-4eb5-b932-59bad09ec24e,Doctor,3,Certified,Surgery,127
373,c4341bc0-0015-46f0-bfcc-1b3450cea9b7,Nurse,33,Uncertified,Pediatrics,9196
374,960c05cd-2ad7-47bd-86a2-2cdadcd3cdcc,Midwife,17,Certified,Surgery,4555
375,7b5f2193-dac5-4d5b-8910-42d056b766a5,Doctor,35,Uncertified,General,3320
376,02f5b563-84c6-49e3-8a31-8a9c3169f269,Doctor,39,Uncertified,General,3294
377,e260039d-e03f-45f2-bdd4-22221b1e1933,Doctor,5,Certified,Surgery,8144
378,db06732e-2f32-4e4d-918e-740707fa88fb,Nurse,35,Certified,Obstetrics,9803
379,db2caffe-5a93-4fe7-8f86-8c174b57766a,Nurse,8,Uncertified,Obstetrics,583
380,8abf04fc-f68e-46b1-983c-beb27737f7a7,Nurse,38,Certified,Obstetrics,5616
381,8f1677bd-5ff1-4e59-a945-c1a517b76c8d,Doctor,38,Certified,Surgery,1929
382,ea1197f6-bf67-498b-a280-15820e074ee9,Midwife,21,Certified,Obstetrics,2705
383,990551c2-1732-42d6-8ef4-950ca7717fb2,Doctor,36,Certified,Obstetrics,1737
384,c54e412c-9175-4729-9b8a-b8d64b9276cb,Doctor,35,Certified,Obstetrics,132
385,e9d120d7-308f-447a-9dad-f7889411eac6,Midwife,20,Certified,Surgery,9385
386,b9599863-c8cf-4ccd-a01e-f41266b3335b,Nurse,14,Certified,General,5263
387,5b32a704-e088-492b-8943-39e05fa94fe2,Doctor,38,Uncertified,Surgery,7664
388,184aa35b-9359-4813-9eed-acf05606e905,Nurse,14,Certified,Surgery,1307
389,cf80d214-bd5c-46eb-901f-638fabfde65e,Doctor,19,Uncertified,Pediatrics,285
390,edbf6896-d554-4438-b8fd-0c7997d66ce8,Midwife,6,Certified,Surgery,9483
391,702238e6-8841-498b-a96a-b0c0938e2f71,Midwife,30,Certified,Pediatrics,1246
392,cb821063-6edf-4ba9-806d-345714dc2143,Midwife,3,Uncertified,Surgery,2257
393,7ba7ab23-13a9-4b1e-be11-8a37a90714a3,Doctor,3,Certified,General,8946
394,a45acb19-02ef-434e-8948-db2201fe513a,Nurse,34,Certified,General,2411
395,25c951cd-f2aa-4c2f-9c3d-e9624faa12c1,Nurse,3,Uncertified,Surgery,3069
396,b506d211-3439-4552-99c6-ce2c98f23299,Midwife,29,Certified,Pediatrics,3922
397,f29e1b7e-d5e8-47a3-804f-885429b62f78,Midwife,21,Uncertified,Surgery,1441
398,e83c70f3-8ef9-44ef-9980-0e46f5501bdf,Nurse,21,Certified,Obstetrics,1689
399,d8f3f743-c80a-438b-b447-d94cb723b226,Nurse,3,Uncertified,General,9730
400,046bf9fa-5d9a-4ab5-bd3e-1a29ef8e20ed,Doctor,37,Certified,Obstetrics,9901
401,b3b5ecc8-e96a-4e81-ab1c-db377d8a9290,Nurse,17,Uncertified,General,2727
402,156f4986-6c2d-4f00-99a4-410219f636ea,Doctor,22,Uncertified,Obstetrics,1892
403,385221fc-974b-4906-b67c-9ca42758c48e,Nurse,10,Certified,Obstetrics,7495
404,130075dc-23f7-4f8c-9012-60a735210f6c,Midwife,8,Uncertified,Surgery,598
405,9394af39-4789-4077-b1d8-ba9fc32d0d15,Doctor,12,Uncertified,General,1100
406,22803ae1-f633-4079-a9c7-0a8b5a5f2687,Doctor,12,Uncertified,Surgery,3117
407,f127baa7-df1c-428a-9002-76b60ac67e0d,Midwife,14,Certified,Surgery,4513
408,43e34297-cef1-4f66-858c-1950dc0f10dc,Midwife,17,Uncertified,Pediatrics,5833
409,f1944f6c-0d5a-4f30-aa6c-f97b0a95d1e1,Nurse,17,Uncertified,General,9158
410,7a5e3d52-3694-4aa7-93ac-082bfdf56e9f,Midwife,30,Uncertified,Surgery,6648
411,ef85b1e2-12b2-4d75-ad1c-ea98df6ea5c6,Nurse,13,Uncertified,General,1598
412,5cfbb010-7efb-4b2b-b89f-8ea5edcd7411,Nurse,6,Certified,Surgery,2857
413,62a6bf49-5948-4c34-8e40-79cc85aba44d,Nurse,19,Uncertified,Pediatrics,6638
414,41403fd8-72ef-4cf9-b762-957d278d47d2,Doctor,26,Uncertified,Pediatrics,8938
415,6640d136-637f-4654-81c4-87838a7881fe,Nurse,13,Certified,Surgery,6420
416,eb0b2a34-b0c4-4f67-917b-ab101b310631,Nurse,30,Uncertified,Pediatrics,7939
417,2e6a88c0-fb4c-4b43-b27f-8712e573acc5,Midwife,38,Certified,Obstetrics,7272
418,f9f146b0-c9fb-45a0-aa1d-95f8e7b5a4dd,Midwife,23,Certified,General,8146
419,086737c0-b887-41be-a19d-6a22bd9ba96b,Doctor,5,Uncertified,Surgery,6617
420,0f3e60ba-eab6-4f14-bac3-f6a9a6508bf4,Midwife,11,Certified,Surgery,4069
421,ff23dc19-9787-4918-a369-9332fea32c75,Doctor,23,Uncertified,General,146
422,12cc7134-f175-40ac-9edf-87dad485d540,Nurse,17,Uncertified,Surgery,2136
423,ac7c77c5-7d89-4a69-9168-81a16de852e4,Doctor,20,Certified,Pediatrics,8350
424,1e2d5c82-1c33-4ea2-ab03-3fe617e2aa93,Midwife,30,Uncertified,Surgery,2832
425,d4dab805-0c4e-427f-ae7e-c1b28deb0414,Midwife,13,Certified,Obstetrics,5416
426,14f55a5e-8ac3-4aa0-903f-b9f0a4aa131b,Nurse,19,Uncertified,Surgery,6386
427,bad86b9d-aacf-490d-9f16-9d17e6331c81,Nurse,31,Certified,Obstetrics,1571
428,b5e06b0e-ab0d-4e8f-9d0c-ffdf21bb008f,Doctor,7,Uncertified,Pediatrics,9151
429,dff2ff43-3ae2-4e6d-87a8-69c8a5234b3c,Nurse,4,Uncertified,Obstetrics,2423
430,9bd3cc80-d800-490a-9d55-30b0adf6ce2f,Doctor,8,Uncertified,Pediatrics,6797
431,0f2d73b9-3217-4c94-b8be-2f90ed1928e5,Nurse,12,Uncertified,Pediatrics,6123
432,956e71fb-5b6f-4793-9315-746f2e9ebcda,Midwife,16,Certified,Obstetrics,7365
433,c4dc474e-820a-485a-bedb-b510dff3fbae,Nurse,9,Uncertified,General,9396
434,ea4f7c3b-b87c-442d-94af-e8b97ecd615b,Nurse,9,Certified,General,6756
435,c9bc5d2c-6ddf-46ae-8f3f-d2c822ba7c45,Nurse,22,Uncertified,Pediatrics,9792
436,ca6c2829-1d72-46bf-b89e-0e3026909126,Nurse,28,Certified,General,6280
437,57418749-a9a9-4b2c-90e4-fd8a48d4445d,Midwife,13,Uncertified,Pediatrics,634
438,a8799868-8e12-4cd6-ae33-98cf999bc180,Midwife,1,Uncertified,Pediatrics,5991
439,9af50294-b37c-42d1-8140-d0acb0019258,Nurse,35,Certified,Pediatrics,2028
440,1aff217f-d0c1-41f7-98a7-12fbff16e0f0,Doctor,24,Uncertified,General,3943
441,952a47ff-e1a8-4962-8529-759dd8878f1d,Nurse,27,Uncertified,Surgery,9101
442,1b94ae15-a21d-463f-a30c-1495b4325034,Nurse,27,Certified,General,6392
443,dc349f4d-6791-4507-8347-847b921abdc9,Doctor,37,Certified,Obstetrics,7503
444,49c7f370-f785-4007-8c64-17778c2dbd72,Doctor,27,Uncertified,Pediatrics,6737
445,29cc8ab0-5801-4604-87e5-3b1e5bfbc0fe,Midwife,34,Certified,Obstetrics,8347
446,c1292a5f-2417-4169-90aa-899c16cc39dd,Doctor,8,Certified,General,6951
447,cae842d3-3797-4beb-97b1-40e20c883237,Nurse,34,Certified,Obstetrics,4929
448,1f58d3c5-84d4-43cc-8181-bad16c14cf57,Midwife,21,Certified,Pediatrics,3580
449,c6a63c6b-462a-429d-8938-d3fe67aaaf94,Midwife,35,Certified,Surgery,8057
450,e3d43569-b064-4420-b101-362e1a6c8913,Midwife,17,Certified,Surgery,2942
451,40cfeb47-0369-4917-84c8-2b2b8e8a474d,Midwife,23,Certified,Surgery,454
452,cea97194-cbd6-4e75-bf45-4da8414ecf02,Nurse,8,Certified,Surgery,7574
453,e05e8dcd-0ae1-4add-96ff-6a056835b9c6,Doctor,16,Uncertified,Obstetrics,5396
454,b1194692-134b-4397-b393-7d028a868900,Nurse,31,Uncertified,Surgery,6122
455,1a2a3a8e-e833-4ef3-bfe3-5f299c769b42,Doctor,12,Certified,Obstetrics,1681
456,c6406b52-cdef-4ef2-89c3-9ca741b419ca,Midwife,30,Uncertified,Surgery,3831
457,45eece4b-3c70-4e2a-973d-5f9a8d4379db,Doctor,24,Certified,Surgery,3588
458,437c14e2-535f-4ac6-905d-41d86cc31b4a,Doctor,31,Uncertified,Obstetrics,5246
459,5a36af40-e012-43d7-90e7-f08547ce280a,Nurse,12,Certified,Surgery,3848
460,02f54282-6768-4dfb-91fa-64af07a367aa,Midwife,22,Uncertified,General,2670
461,d9824862-cfc2-4217-ae1b-545097330a45,Doctor,17,Uncertified,Surgery,4308
462,e89f5c90-d421-41da-9519-4b8abd7de7e4,Doctor,4,Uncertified,Obstetrics,640
463,69f9ff4e-08e4-4a16-8062-73b3e9669f6c,Nurse,33,Uncertified,Pediatrics,9757
464,f1d5892b-b13b-482c-a1b7-4887d3e3ded4,Midwife,25,Uncertified,Surgery,5712
465,65fbe36d-5729-473b-8324-805c74ec7d15,Midwife,15,Uncertified,Surgery,6347
466,386ea9a9-8eb8-4119-9818-50976ea48dc0,Nurse,19,Certified,Obstetrics,554
467,8bdfb17e-a33e-4ffc-9e44-d271af2b7783,Midwife,16,Uncertified,Surgery,9983
468,924dbb78-592f-47a3-9545-6a50ea201dc3,Doctor,30,Certified,General,4873
469,42052edf-7cb3-4809-8a66-2d29a763735a,Nurse,9,Uncertified,Obstetrics,7962
470,4630a296-fb98-49a5-9bbf-5afa2443cd79,Doctor,22,Certified,General,6241
471,aa47a2ff-24a0-4319-8e17-b2ab140336b0,Midwife,33,Certified,General,752
472,4a54c35c-041d-41ec-a86d-ca1c9e60aed2,Nurse,35,Certified,Obstetrics,4754
473,ee0ec269-744d-401f-9bed-1b489ecbda14,Doctor,8,Certified,Obstetrics,6361
474,716c8cdd-a689-432c-bf2f-2142dc014a6b,Doctor,39,Uncertified,Surgery,6429
475,50f23983-2ddc-4931-ae5b-285ae85f18bc,Doctor,38,Certified,Surgery,7462
476,c2d72b23-acaa-49bd-b0c6-dff3d914b16d,Doctor,16,Certified,Surgery,1508
477,74427a18-49a3-4e24-889d-8cdca089acda,Midwife,38,Certified,Surgery,51
478,9ad576cf-63fa-403b-80b4-2d7367ff1b9f,Nurse,7,Uncertified,Surgery,1555
479,ce71adf2-99be-4842-a0cd-99f115e8434a,Midwife,15,Uncertified,Obstetrics,6537
480,1881836e-0b7e-41dd-b1fb-f9da586be788,Nurse,37,Certified,Pediatrics,271
481,f799def4-db4f-4aea-b02a-eb0c6407efee,Doctor,25,Uncertified,Obstetrics,2169
482,8641768f-2394-43aa-bed0-81dc49230cf8,Doctor,9,Certified,Obstetrics,5388
483,1f9b41d4-669e-41ed-a148-a58efafc26d1,Midwife,28,Certified,Surgery,8397
484,ac1b984d-4b22-4d64-bd3e-1424782b76f4,Nurse,12,Certified,Pediatrics,1043
485,84ccf931-e3e0-44c5-a015-4a17b652b9ef,Midwife,16,Certified,Obstetrics,9382
486,03aabfac-e819-462b-951b-769c51f694cc,Nurse,20,Uncertified,Obstetrics,2349
487,f6410b77-c845-4d6b-b751-7a85227f0556,Doctor,28,Certified,General,5559
488,9bd70f62-2125-4b1f-a32d-fd91afb6b357,Nurse,4,Uncertified,General,84
489,6359812c-f512-4698-b22c-6cf7ce7fd550,Midwife,18,Certified,General,7656
490,63e617a2-c230-4890-9ef7-36ef15b59b61,Doctor,17,Certified,General,40
491,b81ae4a3-c4cb-4c68-a319-594f630ee896,Doctor,34,Uncertified,Surgery,366
492,02044acf-6f75-493a-a626-02a28a46d480,Midwife,10,Uncertified,Pediatrics,4833
493,98c58871-4ef6-45e0-b08c-4fb3c49b3bd6,Nurse,30,Uncertified,Surgery,8310
494,ced36e66-4523-4269-a0a2-2ec985a7e996,Midwife,32,Uncertified,Pediatrics,6954
495,8c6364e8-e04a-41d2-a667-c06bf0f463a9,Doctor,29,Certified,Pediatrics,5931
496,ff77cf14-a19e-4e81-aae0-97c79830e432,Doctor,13,Certified,General,8181
497,7bad8bc6-69be-4492-acd4-d717c93de1dd,Nurse,9,Certified,Surgery,863
498,65556116-1ffb-4de6-8bc4-dfa9a684ffed,Doctor,6,Uncertified,Obstetrics,1099
499,d6d4f7ef-284b-43dd-a0e3-fe8d5e9ca5c3,Midwife,20,Certified,General,7397
500,d24f2357-7db6-4b75-befa-9c6d7f651d8a,Nurse,23,Uncertified,Obstetrics,6314
501,287bac09-0b78-4ac8-8b9c-36f1af0e8d04,Doctor,4,Uncertified,Pediatrics,4630
502,d26567fd-5d2a-4d67-a597-b225101a92f7,Doctor,11,Certified,Obstetrics,7611
503,21d3b8f2-f3ac-45cb-bf4b-24b9ef4c37d0,Doctor,33,Uncertified,Surgery,8379
504,f0146b37-b780-4b06-9634-647134cee146,Nurse,20,Uncertified,Surgery,9317
505,46052bf0-25e0-460e-9281-8ec025c3b79e,Doctor,24,Certified,Pediatrics,4479
506,57178768-33fc-4d7d-b605-aa9c2de75a92,Doctor,2,Uncertified,Pediatrics,8426
507,be264712-d3ea-4226-9771-33e826c04950,Doctor,11,Uncertified,Surgery,2509
508,002d111d-08aa-49da-94c5-be4f63e947bf,Nurse,20,Certified,Surgery,2228
509,d6403804-bec0-407e-922e-f65685602eef,Doctor,33,Certified,Surgery,6299
510,4f140eba-9e8a-4597-9672-923b85c1480e,Nurse,2,Uncertified,Pediatrics,5545
511,10013c45-e0e9-4830-a3f6-6d7399a6ee70,Nurse,39,Uncertified,Obstetrics,3085
512,5ca9c5e3-1ba5-4b9b-ae04-47a773dea7c2,Midwife,19,Uncertified,Obstetrics,7136
513,56e81bc3-0e7b-40d3-9966-cd4ef4aea648,Midwife,13,Certified,Obstetrics,7483
514,a03d6f69-021c-4acb-a673-6d23c5d0a0ac,Nurse,13,Uncertified,General,411
515,e5a7f50b-bb6e-4ec1-a87f-50875c27af1c,Doctor,5,Uncertified,Obstetrics,9166
516,c47da2f0-32ff-451f-9498-e46f3a480b9d,Doctor,34,Certified,Obstetrics,6507
517,1e788e01-b80f-4ca9-b03c-264a1670aa16,Midwife,38,Uncertified,Obstetrics,9692
518,eb2592b9-5f18-43b1-85ae-940083d95e36,Doctor,28,Uncertified,Pediatrics,7364
519,9cd4a286-5452-4711-8443-b76669e8d3a4,Nurse,9,Certified,Obstetrics,3884
520,3add0e25-9fa9-4fb9-944e-6215f5ef1ebd,Nurse,3,Certified,Surgery,1783
521,3e00d86f-263f-4921-a9f4-25c249c4869a,Doctor,23,Uncertified,Obstetrics,7416
522,b7c39b3f-b9c1-435c-a07a-e78426409626,Doctor,11,Certified,Pediatrics,6388
523,9ac29486-01b2-4bec-9fa2-e8fcb60b299a,Nurse,28,Uncertified,General,1029
524,ebde0a19-259a-4037-a218-d79115cf7f1a,Midwife,15,Uncertified,Pediatrics,3693
525,ea9a5102-4557-41ab-9422-8d75e0d0734f,Doctor,34,Certified,Surgery,7405
526,39e99b0b-be81-41b7-a39c-71a84215aa6e,Nurse,21,Uncertified,Obstetrics,8548
527,d07b9193-caf6-4e8b-9be7-9c70b9bcd304,Nurse,9,Uncertified,General,8494
528,a4034ac1-b2c7-4488-a8a5-5fbd46f433a1,Midwife,18,Uncertified,Pediatrics,6897
529,dcb3debf-47f2-415a-933a-121fcc7d0df2,Doctor,15,Certified,Surgery,1388
530,89caa69d-e741-419d-8eb4-c02507ed9338,Nurse,35,Certified,General,607
531,831204ff-7c48-4136-8a3e-a03ded1dedcd,Doctor,10,Uncertified,Obstetrics,2791
532,e82ccfd9-b1d5-4ea5-83e6-b71f38f230b1,Doctor,7,Certified,Surgery,5024
533,ae505fe7-3263-4e85-9bad-b28bcce44ed9,Nurse,23,Uncertified,Surgery,6666
534,e03e50b9-7730-41f3-a29a-d66ad7c3ba39,Doctor,33,Certified,Surgery,4799
535,c3164e09-977c-447f-bb51-9270d5a00a4d,Doctor,13,Certified,General,1700
536,dfb5ff86-b06d-40d5-a6b0-7bc18b430745,Nurse,1,Uncertified,Surgery,8537
537,2609d490-c19e-4315-8b8d-cc734dc1b367,Nurse,17,Certified,General,3483
538,6d55621b-1d60-4b3a-ad8f-75ba18bf4a71,Midwife,22,Uncertified,Surgery,1285
539,3a63d868-25b3-4572-87e9-4db8ee392fb7,Doctor,23,Certified,Pediatrics,2138
540,9f69d845-7df9-4cb3-b78e-045a17bd1f60,Doctor,27,Uncertified,Obstetrics,8813
541,ae73e215-dd91-41be-90db-83f6f0b8f7f4,Midwife,3,Uncertified,General,9253
542,14affcd7-845d-4f4f-beef-6c30e6b520f5,Midwife,21,Uncertified,Pediatrics,1330
543,03f75276-a734-4b26-9bea-a75a8093576f,Nurse,19,Certified,Pediatrics,7619
544,ae5a5d3c-cdd4-4776-8aea-1ae2f5ca0a0f,Midwife,31,Uncertified,General,5278
545,dc8c456b-268d-4887-a203-8741911ddf90,Nurse,18,Uncertified,General,5228
546,688ce566-f932-420a-a9a1-c8424f8c2675,Nurse,35,Uncertified,Pediatrics,7701
547,84f20b1a-7691-4c41-be4e-1e82580383d6,Nurse,38,Uncertified,Pediatrics,4930
548,ce37626d-c13b-4b6a-9dd6-5ae9c5b92e88,Doctor,27,Certified,General,7814
549,ade5786b-3790-4886-8f8e-83fe6f6a86e8,Midwife,35,Certified,General,7808
550,79356bae-8101-4ec7-9c93-408a551e766f,Midwife,31,Uncertified,Obstetrics,1727
551,c6bbb861-4840-4e5d-b8ef-7418739fe470,Midwife,33,Certified,Obstetrics,7846
552,dde957c7-58c9-4f23-9ef6-221af1b479b8,Doctor,20,Certified,Pediatrics,7571
553,c46a2444-3694-4ac0-aac1-443320a39dfd,Doctor,25,Certified,Surgery,7109
554,85ce4148-8094-4d76-8cee-122eb3c8100a,Doctor,20,Certified,Pediatrics,6364
555,320727ab-24c9-4c0e-887e-e883f34a26e4,Midwife,13,Uncertified,Surgery,2939
556,7e7627b7-fdfc-4c1c-81d7-8edabfbd8269,Nurse,23,Certified,General,6620
557,50877a24-262b-4255-a060-17e4d2ef5ed9,Doctor,28,Uncertified,Surgery,3522
558,2f88afbf-bf73-4ae5-8ba1-25724f91a9ce,Doctor,20,Certified,General,2724
559,33dd88e6-5269-4d43-a3af-5ce520d5bf28,Doctor,21,Certified,Obstetrics,8168
560,e6273e93-114e-495b-9de3-a9a053b20d16,Midwife,38,Uncertified,Obstetrics,3061
561,adf7dcd2-86c1-466c-b851-bd787747ea50,Midwife,3,Certified,Pediatrics,1005
562,8db4b491-2fc2-4da8-81d9-a1f38e9e053a,Nurse,22,Certified,General,6958
563,fc22b9c7-0bca-4fe1-94c4-321c06764712,Midwife,34,Certified,Surgery,7860
564,5d92f083-561e-4deb-8073-b1643fe11115,Midwife,10,Uncertified,Surgery,675
565,86fafe78-bc78-4285-8dd4-2f363afb9430,Midwife,17,Uncertified,General,7836
566,78c31b00-f651-45eb-82c2-c47f2fcac74f,Doctor,19,Uncertified,General,9804
