socioeconomic_key,employment_status,income_level,access_to_healthcare,education_level,insurance_coverage
537,Student,8697.265054376276,Poor,Tertiary,No
538,Employed,7680.925117776448,Poor,Tertiary,Yes
539,Student,6979.556405388494,Moderate,Primary,Yes
540,Student,9027.81959626843,Good,None,No
541,Unemployed,5896.7513847525615,Good,None,Yes
542,Student,8144.836076609929,Moderate,Secondary,No
543,Student,8551.550946593687,Poor,Tertiary,No
544,Unemployed,8051.219160920938,Moderate,None,Yes
545,Employed,3835.7940530208825,Good,Primary,Yes
546,Employed,8074.871828985193,Good,Primary,No
547,Student,5286.9986476240665,Good,Tertiary,Yes
548,Student,3491.0942706435835,Poor,Primary,No
549,Unemployed,2118.7862118594876,Poor,None,No
550,Unemployed,6958.827606042991,Good,Tertiary,Yes
551,Student,3114.8714469343913,Good,Tertiary,No
552,Student,2712.587770200113,Poor,None,Yes
553,Unemployed,5957.620061333188,Poor,Secondary,Yes
554,Student,2640.233433587012,Good,Primary,No
555,Employed,3256.393461513124,Poor,Tertiary,Yes
556,Employed,7060.532176057839,Poor,Secondary,Yes
557,Employed,6760.562641437778,Good,Secondary,Yes
558,Student,9301.94925443701,Poor,Primary,No
559,Student,8010.337812072459,Moderate,Tertiary,No
560,Employed,3482.5710542404395,Poor,Tertiary,No
561,Student,4695.058945483931,Moderate,Tertiary,No
562,Employed,5716.614501775205,Poor,Secondary,No
563,Unemployed,4042.497184304346,Good,Primary,Yes
564,Student,9850.490658495333,Moderate,Secondary,Yes
565,Unemployed,433.6434958552356,Poor,Secondary,Yes
566,Employed,6493.646929646306,Good,Secondary,Yes
567,Student,6194.852347829348,Poor,Primary,Yes
568,Unemployed,9332.211904465412,Good,Tertiary,No
569,Student,9024.737716687298,Moderate,None,No
570,Employed,9195.325985737965,Moderate,Secondary,Yes
571,Student,9893.657965162565,Poor,None,No
572,Employed,3340.4806788401634,Moderate,Secondary,Yes
573,Student,4946.328397665643,Moderate,None,Yes
574,Employed,1953.1916948460378,Good,Secondary,Yes
575,Student,8163.4030877947,Good,Tertiary,Yes
576,Unemployed,5775.486279592613,Good,Tertiary,No
577,Student,6923.2310853811505,Poor,Tertiary,No
578,Unemployed,710.1107916458081,Moderate,Secondary,No
579,Employed,682.5331793065149,Moderate,Tertiary,Yes
580,Student,841.4277243957223,Poor,Primary,No
581,Student,7170.3202336901795,Poor,Secondary,Yes
582,Unemployed,3744.5458672340073,Poor,Primary,No
583,Unemployed,7498.634132863771,Good,Tertiary,Yes
584,Unemployed,5228.289231297462,Moderate,Secondary,No
585,Employed,1999.089978330749,Poor,Secondary,No
586,Employed,1233.6645946002986,Poor,Secondary,No
587,Unemployed,9280.242340051384,Moderate,None,Yes
588,Student,6613.851637799868,Moderate,Tertiary,Yes
589,Employed,6087.101506348444,Moderate,Secondary,Yes
590,Student,6166.348960757332,Poor,Tertiary,No
591,Employed,3667.38221733845,Good,Primary,No
592,Employed,1113.1635910635991,Moderate,Tertiary,No
593,Student,8793.840382895856,Moderate,Tertiary,Yes
594,Employed,9237.125350233773,Moderate,Primary,No
595,Student,4727.474843798783,Good,None,No
596,Employed,4305.621331508714,Poor,Tertiary,Yes
597,Employed,2282.659558403578,Moderate,Tertiary,No
598,Employed,183.34408431378517,Poor,Tertiary,Yes
599,Unemployed,7041.526664191325,Good,Tertiary,Yes
600,Student,5054.16479592688,Poor,None,No
601,Employed,9506.957571235716,Moderate,Secondary,Yes
602,Student,537.3295323753749,Poor,Tertiary,No
603,Unemployed,3436.6799059367354,Poor,Primary,No
604,Employed,9852.248598007407,Moderate,None,No
605,Unemployed,6247.62764196521,Good,None,No
606,Employed,3580.49172624273,Poor,Tertiary,No
607,Student,2065.7621946266345,Moderate,Tertiary,Yes
608,Student,746.8927790971267,Moderate,Tertiary,Yes
609,Unemployed,9236.271330560287,Poor,Primary,Yes
610,Unemployed,4072.9241186634913,Moderate,Primary,No
611,Employed,9455.229824404507,Moderate,Secondary,Yes
612,Employed,3578.460267386941,Good,Tertiary,Yes
613,Student,9434.525854524358,Moderate,Tertiary,Yes
614,Unemployed,8115.876205644711,Poor,None,No
615,Unemployed,3338.0349831748335,Poor,Primary,No
616,Employed,4311.553869704427,Poor,Tertiary,Yes
617,Student,9438.737851667795,Good,Secondary,Yes
618,Unemployed,7467.20134156944,Moderate,Secondary,No
619,Employed,8069.097864306375,Moderate,Tertiary,No
620,Student,6308.995554648513,Good,Secondary,No
621,Student,698.1926320208004,Good,Secondary,No
622,Student,8612.061774301987,Poor,None,No
623,Unemployed,7800.848542865944,Good,Primary,No
624,Employed,5757.806632891303,Poor,Primary,Yes
625,Unemployed,6981.597848774556,Good,None,No
626,Student,2390.686367490551,Good,Secondary,Yes
627,Student,9266.019870301045,Moderate,Secondary,No
628,Student,2219.670967933063,Good,Secondary,No
629,Employed,6763.596917355143,Poor,None,No
630,Student,4804.547894091722,Moderate,Primary,Yes
631,Unemployed,5555.796702515448,Poor,Primary,Yes
632,Employed,2135.5546564679535,Poor,Tertiary,No
633,Employed,1890.9440871716827,Good,Primary,Yes
634,Unemployed,3351.8690088439753,Moderate,Tertiary,Yes
635,Employed,392.716564072339,Moderate,Primary,Yes
636,Unemployed,1299.8899083031686,Moderate,Tertiary,Yes
637,Student,3704.28187545746,Good,Secondary,Yes
638,Student,6117.254512040367,Poor,Tertiary,Yes
639,Employed,3584.040051994583,Moderate,None,No
640,Employed,824.2128013811131,Good,None,Yes
641,Student,8026.971125261503,Good,Secondary,Yes
642,Student,1664.700488506038,Moderate,None,Yes
643,Employed,652.9662990320759,Poor,Secondary,No
644,Unemployed,3586.0970542448163,Poor,Secondary,Yes
645,Employed,4694.011644077248,Moderate,None,No
646,Student,8934.01812198273,Good,None,Yes
647,Employed,2555.3902998095878,Good,Tertiary,Yes
648,Employed,5910.396107215345,Poor,Primary,No
649,Employed,2830.652820804773,Poor,None,Yes
650,Student,1293.6980949884523,Poor,Primary,Yes
651,Employed,6411.236887125951,Moderate,Secondary,No
652,Unemployed,7517.319670125875,Good,Secondary,No
653,Unemployed,5483.687044758931,Moderate,Secondary,No
654,Student,3432.5436436130235,Moderate,None,Yes
655,Unemployed,9879.650267003784,Good,Secondary,Yes
656,Student,431.13280136667316,Moderate,Primary,No
657,Employed,5570.562119711921,Moderate,None,No
658,Student,6721.182434445817,Moderate,None,No
659,Student,4292.069907479142,Good,Primary,Yes
660,Unemployed,1421.1420290203168,Moderate,Primary,No
661,Employed,1866.099798350747,Moderate,Secondary,Yes
662,Unemployed,9462.89539848899,Good,Secondary,No
663,Employed,9058.503761200664,Poor,Tertiary,No
664,Employed,1833.0813136473696,Good,None,No
665,Employed,678.7328582901723,Poor,Tertiary,Yes
666,Employed,1809.1735199971783,Poor,None,No
667,Employed,8794.038318478586,Good,Secondary,No
668,Student,1092.4303464510317,Poor,Primary,Yes
669,Unemployed,1705.5878276898106,Moderate,None,Yes
670,Employed,7096.857363661406,Poor,Primary,No
671,Student,8202.015437442707,Poor,Secondary,No
672,Employed,5495.553741469667,Moderate,Tertiary,No
673,Student,2036.079273452091,Poor,Primary,Yes
674,Unemployed,8094.123244767181,Moderate,None,No
675,Unemployed,3787.7659555003493,Poor,Secondary,No
676,Unemployed,6773.587556590597,Moderate,Tertiary,Yes
677,Employed,2550.7440129983224,Poor,Secondary,Yes
678,Unemployed,5584.683021018621,Poor,None,No
679,Unemployed,3432.591692676589,Good,Secondary,No
680,Employed,2412.4754932241476,Poor,Primary,No
681,Student,7319.067046147076,Poor,Primary,Yes
682,Student,8686.40764285271,Good,Primary,Yes
683,Unemployed,8757.25649062761,Moderate,Tertiary,No
684,Unemployed,4463.259568328496,Good,Secondary,Yes
685,Unemployed,9095.262571670053,Poor,Secondary,Yes
686,Employed,5247.330064368534,Poor,Secondary,Yes
687,Student,3599.733342572541,Moderate,Tertiary,No
688,Student,7614.056946833457,Moderate,None,No
689,Employed,2832.1321896281406,Poor,Primary,No
690,Student,4122.75252388933,Poor,Tertiary,No
691,Employed,7995.497894121895,Poor,None,No
692,Employed,4962.8951964823445,Good,Tertiary,No
693,Employed,1371.8804546609165,Poor,None,No
694,Employed,9544.59180307306,Poor,Primary,No
695,Employed,222.0375299721266,Good,None,Yes
696,Unemployed,2528.7089591855283,Poor,None,Yes
697,Unemployed,8084.6135451565515,Poor,Primary,No
698,Student,8472.194905075923,Good,None,Yes
699,Unemployed,6798.443930573523,Moderate,Primary,Yes
700,Student,6169.121117151046,Moderate,Primary,Yes
701,Employed,8344.787281386261,Good,None,No
702,Employed,7478.5700108875835,Good,Tertiary,Yes
703,Unemployed,9804.527338102494,Good,Secondary,Yes
704,Unemployed,4660.38850797798,Poor,Secondary,No
705,Employed,2778.6285264382477,Poor,None,No
706,Employed,143.49315759066207,Good,Secondary,No
707,Employed,3365.609673807429,Good,Secondary,Yes
708,Employed,8279.365791692286,Good,Tertiary,No
709,Student,432.41114443451306,Moderate,Tertiary,Yes
710,Employed,6938.155242086546,Moderate,None,No
711,Unemployed,543.2632104910354,Good,Tertiary,No
712,Student,4811.696320693662,Moderate,Secondary,Yes
713,Student,4281.457427864769,Good,Tertiary,No
714,Employed,9371.629613269004,Poor,None,No
715,Unemployed,3265.3974100139867,Moderate,None,Yes
716,Employed,5397.598592951773,Good,Primary,Yes
717,Employed,6241.135762601318,Poor,Secondary,Yes
718,Unemployed,2969.8282207321804,Moderate,Primary,No
719,Student,2554.236213317664,Poor,Tertiary,No
720,Unemployed,2934.832046965019,Poor,None,No
721,Employed,1372.0599481074387,Poor,Tertiary,No
722,Unemployed,1246.010588204203,Moderate,None,Yes
723,Employed,5961.1870489698995,Poor,Tertiary,No
724,Unemployed,1095.8371095220452,Good,Primary,Yes
725,Student,2013.6007395414558,Poor,None,No
726,Employed,1787.8992718372833,Moderate,Primary,No
727,Student,1470.8179553030996,Good,Primary,Yes
728,Unemployed,1498.7646448539438,Poor,Tertiary,No
729,Unemployed,7997.280400527162,Good,Secondary,Yes
730,Employed,2494.7580502073147,Good,Secondary,No
731,Unemployed,2269.651849438863,Moderate,Tertiary,No
732,Unemployed,1376.0626514159894,Poor,None,No
733,Employed,7035.577901108221,Good,Primary,Yes
734,Unemployed,1502.0370434373717,Poor,None,No
735,Employed,652.2262282798999,Good,Secondary,Yes
736,Student,9971.858870293867,Moderate,None,Yes
737,Student,5728.927818871729,Poor,Tertiary,Yes
738,Unemployed,7015.964205322754,Poor,Primary,Yes
739,Unemployed,8801.74000666013,Moderate,Secondary,No
740,Unemployed,124.6227592975141,Good,Primary,No
741,Employed,8059.28582341897,Good,Tertiary,Yes
742,Unemployed,6932.834009005967,Good,Tertiary,No
743,Unemployed,3394.3010653627416,Moderate,Tertiary,Yes
744,Student,658.2148258786459,Good,None,Yes
745,Unemployed,5576.1451687738045,Good,Secondary,No
746,Unemployed,3140.6156907191707,Good,Primary,No
747,Student,470.63798886946637,Poor,Secondary,Yes
748,Student,9344.837375566289,Poor,None,Yes
749,Employed,567.2836063928851,Poor,Secondary,No
750,Employed,5035.9209815239,Moderate,Primary,No
751,Student,7193.233774543621,Good,None,No
752,Student,5258.1111327956805,Poor,Primary,No
753,Unemployed,9838.965783232832,Poor,Primary,No
754,Student,6085.797057096058,Poor,Secondary,No
755,Unemployed,5888.676435531798,Good,None,No
756,Employed,6342.579993802102,Poor,Secondary,No
757,Student,9736.636246785367,Good,None,No
758,Student,3326.138313071129,Moderate,Tertiary,No
759,Employed,8383.987708255598,Moderate,Primary,No
760,Student,951.1623445017491,Poor,Secondary,No
761,Unemployed,6604.733375674764,Poor,Primary,Yes
762,Unemployed,5799.324774860777,Poor,Tertiary,No
763,Student,6355.81331812362,Poor,Secondary,No
764,Student,4491.1023271956765,Good,Primary,No
765,Employed,7080.135216226233,Poor,Tertiary,Yes
766,Student,6676.652165756685,Good,Tertiary,Yes
767,Student,8540.409705567468,Good,None,Yes
768,Student,9146.09895172513,Moderate,None,Yes
769,Student,2147.8794444249993,Good,None,Yes
770,Student,7446.651513618948,Good,Primary,No
771,Student,5492.465870538342,Poor,None,No
772,Employed,3021.7918623263918,Moderate,None,No
773,Unemployed,1993.8901775672734,Poor,Secondary,No
774,Student,2482.2829241429467,Poor,Secondary,Yes
775,Student,4100.3390513712775,Poor,Primary,Yes
776,Employed,4895.293511014545,Poor,Secondary,No
777,Employed,3234.577141183905,Moderate,Tertiary,Yes
778,Employed,3829.5579145243996,Moderate,Tertiary,Yes
779,Student,9127.7636660971,Poor,Secondary,Yes
780,Employed,1989.4688004789505,Moderate,None,No
781,Employed,536.1324223292058,Poor,Primary,No
782,Employed,7453.143942132266,Good,Tertiary,No
783,Student,3431.810414687088,Good,None,Yes
784,Employed,2635.5567888013165,Good,Tertiary,No
785,Unemployed,9479.46018161438,Poor,Primary,Yes
786,Employed,3748.7916300819807,Good,None,Yes
787,Employed,4251.295719762007,Poor,Tertiary,Yes
788,Employed,6127.0148195157635,Poor,None,Yes
789,Student,4000.376747399696,Poor,Tertiary,Yes
790,Employed,8278.145184760731,Poor,Tertiary,Yes
791,Student,4534.56583176764,Good,Primary,No
792,Unemployed,3915.811403303469,Good,Tertiary,No
793,Unemployed,5765.996217650388,Good,None,Yes
794,Employed,9295.848426019136,Moderate,Primary,No
795,Employed,5390.4650880941335,Moderate,Primary,No
796,Student,3170.3825068680053,Moderate,Primary,No
797,Student,3481.5790016993606,Poor,Tertiary,Yes
798,Unemployed,2055.052458088066,Good,Secondary,No
799,Employed,6310.318326656955,Moderate,Secondary,No
800,Employed,387.9064876337734,Poor,Primary,Yes
801,Employed,6903.358664433374,Poor,None,Yes
802,Employed,8981.743851205318,Good,Tertiary,Yes
803,Student,6549.368471270787,Moderate,Primary,Yes
804,Student,8436.34924631019,Moderate,Primary,No
805,Unemployed,941.7775995616292,Poor,Secondary,No
806,Student,7371.664753172428,Poor,Primary,Yes
807,Unemployed,7605.864743930837,Moderate,Primary,Yes
808,Employed,3476.123123730077,Good,Primary,Yes
809,Unemployed,7053.047273477726,Moderate,Primary,No
810,Student,4389.410883837868,Moderate,None,No
811,Student,7224.713672828735,Good,Tertiary,Yes
812,Unemployed,7003.626857406524,Moderate,None,Yes
813,Employed,3086.316187649531,Poor,Secondary,Yes
814,Employed,378.3851540589332,Poor,Secondary,Yes
815,Student,7812.788645723343,Moderate,Primary,No
816,Employed,3006.625227437918,Moderate,None,Yes
817,Student,5794.4745225591405,Moderate,None,Yes
818,Unemployed,6288.727452931921,Poor,Primary,Yes
819,Student,8861.833930734301,Good,Primary,Yes
820,Student,384.4422853593585,Poor,Tertiary,Yes
821,Employed,5375.929604680755,Good,Primary,Yes
822,Unemployed,6377.997599450884,Moderate,Primary,No
823,Student,6148.222675870127,Moderate,Tertiary,Yes
824,Student,7611.314079631614,Moderate,Secondary,Yes
825,Student,707.6573800157967,Moderate,Secondary,No
826,Employed,2370.45223129981,Poor,Secondary,Yes
827,Student,6441.473968797182,Poor,None,No
828,Student,3442.9026820821805,Good,Primary,Yes
829,Unemployed,2670.3893398955943,Moderate,Secondary,Yes
830,Unemployed,3832.051747924559,Poor,Tertiary,No
831,Employed,8675.137439712727,Moderate,Primary,No
832,Employed,2204.0998498785543,Good,Primary,Yes
833,Student,8022.316634079498,Moderate,Primary,No
834,Unemployed,3668.77786076858,Moderate,Tertiary,Yes
835,Employed,6727.026010615567,Moderate,Secondary,Yes
836,Unemployed,1530.2990908083314,Poor,Secondary,Yes
837,Unemployed,1754.677067512205,Poor,None,No
838,Unemployed,1405.3659673205884,Moderate,Secondary,No
839,Employed,8450.128776954325,Good,Secondary,Yes
840,Employed,7032.65663434542,Good,Primary,No
841,Student,8821.251254889059,Moderate,Secondary,Yes
842,Unemployed,6286.561313319166,Good,Primary,Yes
843,Employed,6462.515597849178,Poor,Tertiary,No
844,Employed,5322.795246872819,Good,Primary,No
845,Student,681.2419140976267,Good,None,Yes
846,Unemployed,449.50698727453556,Poor,Secondary,Yes
847,Student,4984.725580906449,Poor,Secondary,No
848,Employed,5014.558953737884,Moderate,Tertiary,Yes
849,Employed,2316.0496611102158,Poor,None,No
850,Student,5923.5206035445335,Poor,Secondary,Yes
851,Student,9006.962394109387,Moderate,Secondary,Yes
852,Employed,7849.791928504754,Good,Secondary,Yes
853,Unemployed,5709.503549103549,Poor,Primary,Yes
854,Unemployed,2698.3980745499075,Good,None,No
855,Student,2467.0011683803814,Poor,Secondary,No
856,Unemployed,8334.919335081475,Poor,Primary,Yes
857,Employed,3743.5059954117455,Moderate,Tertiary,No
858,Employed,6177.940751250641,Good,Primary,Yes
859,Student,8866.640990312142,Poor,Tertiary,No
860,Student,3746.1797231184346,Good,Primary,Yes
861,Employed,7060.604758668948,Good,Primary,Yes
862,Unemployed,8035.982235287746,Good,Tertiary,No
863,Student,1576.9181602825888,Moderate,Tertiary,Yes
864,Student,868.7440987410367,Poor,Secondary,No
865,Employed,8264.72064234464,Moderate,Primary,Yes
866,Employed,9029.876005357186,Good,Secondary,No
867,Employed,4091.9044994267006,Good,Tertiary,Yes
868,Student,4925.575749650835,Good,Secondary,No
869,Unemployed,7387.639576181212,Poor,Primary,Yes
870,Student,2015.1389983421782,Good,Secondary,Yes
871,Employed,243.31197301015027,Poor,None,Yes
872,Employed,8550.943723405158,Moderate,Primary,Yes
873,Student,6596.537583114255,Poor,Primary,Yes
874,Employed,6842.934215145573,Moderate,Primary,Yes
875,Student,5824.63792057561,Poor,Tertiary,No
876,Student,5653.682472424836,Moderate,Tertiary,No
877,Unemployed,9747.718515007597,Good,Tertiary,Yes
878,Student,6337.638576949232,Poor,Primary,No
879,Student,1482.857489469788,Good,Tertiary,No
880,Unemployed,2748.5443541999566,Poor,Primary,Yes
881,Student,2845.597133708944,Moderate,None,No
882,Student,2169.1858615509573,Good,Secondary,Yes
883,Unemployed,8654.841027791927,Moderate,Secondary,Yes
884,Employed,5255.924511121959,Poor,Tertiary,No
885,Employed,4835.310419507441,Poor,Primary,Yes
886,Unemployed,9871.011483800658,Moderate,None,Yes
887,Student,500.6036630060599,Good,Primary,Yes
888,Unemployed,4554.323140882069,Good,Tertiary,No
889,Employed,2220.610137714249,Moderate,None,Yes
890,Employed,4330.557566481084,Poor,Secondary,Yes
891,Unemployed,1703.1960675196874,Poor,Primary,No
892,Employed,1524.7624917138273,Moderate,Primary,Yes
893,Unemployed,2745.895896417515,Poor,Primary,No
894,Student,1337.2191941136039,Poor,None,Yes
895,Unemployed,9484.975275382894,Moderate,Primary,Yes
896,Unemployed,1340.7915334667643,Good,Tertiary,Yes
897,Unemployed,4712.840132883885,Poor,Primary,Yes
898,Student,7816.269048281123,Poor,Primary,No
899,Student,8462.781699013718,Poor,Tertiary,No
900,Student,9612.246852994027,Poor,Secondary,Yes
901,Unemployed,5605.405176478416,Good,None,Yes
902,Unemployed,3188.0304305559803,Good,Primary,No
903,Unemployed,6418.998867843472,Moderate,Tertiary,Yes
904,Unemployed,5978.984861365008,Poor,None,Yes
905,Student,5943.321423015803,Moderate,Primary,Yes
906,Employed,3625.5636070509295,Good,Secondary,Yes
907,Student,8796.747419497913,Good,None,No
908,Employed,5593.7107333968015,Moderate,None,No
909,Employed,6083.264917213155,Good,None,Yes
910,Employed,4384.09052623346,Good,Tertiary,No
911,Unemployed,2401.2383036795536,Moderate,Primary,No
912,Student,2321.9080466165483,Moderate,Primary,Yes
