facility_key,facility_name,facility_type,number_of_beds,number_of_nurses,number_of_doctors,distance_to_community,facility_location_key
391,Kim Inc,Maternity Home,101,51,26,18.881425543049083,3578
392,Graham Group,Maternity Home,217,89,30,12.557811273685987,6298
393,"Miller, Harrell and Reese",Maternity Home,358,88,35,27.301925211382986,1539
394,Cook and Sons,Maternity Home,316,10,38,28.820154120295236,2868
395,Dixon Inc,Clinic,104,54,11,5.190393200357898,3550
396,"Hicks, Bullock and Bailey",Maternity Home,149,67,20,8.5159072714794,6528
397,"Mullen, Brewer and Hernandez",Maternity Home,14,16,46,8.276391292605469,8996
398,Thomas and Sons,Clinic,475,45,31,3.1087660551254586,4777
399,Morrison Ltd,Hospital,48,35,34,14.540022773591835,179
400,Thompson Ltd,Maternity Home,255,6,12,15.441134180812812,8807
401,Marshall-Elliott,Hospital,390,20,48,17.232049963820675,1755
402,"Cole, Glass and Cunningham",Clinic,231,5,28,19.922455156743034,7696
403,"Downs, Morris and Maddox",Clinic,402,8,3,1.9812318286958026,8239
404,Hernandez-Jones,Maternity Home,253,51,48,18.712258019192582,8016
405,Welch-Hogan,Maternity Home,499,69,42,27.422897716404176,6702
406,"Brown, Romero and Collins",Maternity Home,497,56,5,13.704230271583766,6327
407,Johnson-Wood,Clinic,173,51,13,3.290702055202338,6498
408,Jones-Lin,Hospital,134,81,12,2.669726399180045,2535
409,Gilbert PLC,Hospital,23,54,1,8.52439266103604,8408
410,Ford-Spencer,Clinic,340,49,43,22.600486326290493,2940
411,"Huang, Cole and Pacheco",Hospital,239,46,19,7.903889693995959,5766
412,"Lopez, Jacobs and Mason",Hospital,496,99,29,24.448494277805022,2900
413,Hayes LLC,Hospital,349,88,47,24.607808494282327,2877
414,"Miller, Lucas and Williams",Maternity Home,5,60,48,13.767643957148154,9429
415,"Kim, Gonzales and Mills",Hospital,134,75,39,9.093586402828835,1008
416,Cox LLC,Hospital,31,61,42,17.97024786600017,4830
417,Ortiz-Morgan,Maternity Home,6,37,25,24.334851453808632,6465
418,"Williams, Mccoy and Cook",Clinic,254,32,16,2.030666860225228,8058
419,Davis-Gregory,Clinic,226,48,17,28.607363945465412,2160
420,King-York,Clinic,439,60,28,19.412418220754013,3185
421,"Marks, Cook and Aguilar",Maternity Home,142,48,39,12.004617913538759,8566
422,Rangel LLC,Maternity Home,279,88,43,15.229975142544507,1287
423,"Hale, Myers and Larson",Hospital,494,77,49,11.629215653628044,8560
424,Collins Group,Hospital,468,38,5,12.43706977097026,4474
425,"Conner, Li and Santiago",Clinic,145,18,1,17.90893666417941,4921
426,"Osborn, Gaines and Davis",Clinic,436,72,3,1.901190856029394,3926
427,"Henderson, Cox and Cox",Hospital,260,33,48,5.343776037050368,4770
428,Bean LLC,Maternity Home,374,83,24,6.888483137125418,3117
429,Lee-Cooke,Hospital,316,21,29,12.284676800922457,1295
430,Jones Inc,Maternity Home,460,87,15,11.19462013436158,3977
431,"Wise, Conley and Stephenson",Clinic,444,13,4,21.693916334087042,6866
432,Stanley PLC,Maternity Home,438,31,44,7.849463124348955,6391
433,Harper and Sons,Maternity Home,99,53,1,1.8064567948508976,174
434,White Ltd,Hospital,177,83,49,1.757723159951708,7326
435,"Lamb, Martin and Kim",Hospital,477,41,15,0.43826126462205617,7819
436,Diaz-Ball,Clinic,447,32,24,1.2369775955261952,4982
437,Bishop-Goodwin,Hospital,427,54,31,25.773954174957854,3835
438,Young-Allen,Maternity Home,409,59,20,20.947563241614425,2430
439,Mckee-Lee,Hospital,443,8,10,29.87834186035146,6568
440,"Valentine, Joyce and Murray",Hospital,61,89,11,0.7073505708390271,8006
441,Strickland-Shaw,Maternity Home,106,23,18,25.48514637715205,7790
442,Burch-Montoya,Hospital,173,41,34,20.91208424506068,7463
443,"Taylor, Wright and Davidson",Hospital,481,8,28,19.24623870114714,8885
444,Spencer-Garcia,Maternity Home,74,41,38,10.760310556013598,874
445,"Rosales, Mitchell and Hines",Clinic,342,55,16,11.36414970222036,3097
446,Cole-Palmer,Maternity Home,53,36,24,25.382279596258098,8950
447,Davis-Lozano,Hospital,432,49,39,21.43316796001259,3625
448,Wilkerson-Arias,Hospital,423,16,12,20.1424657525341,5554
449,Brown-Shaw,Clinic,351,45,42,1.0164149206483413,1566
450,Hughes Inc,Maternity Home,9,60,7,5.6111571055974485,3117
451,Walker-Flores,Clinic,459,84,36,28.882471361086598,8501
452,Combs Ltd,Maternity Home,206,18,17,13.685700368726613,8346
453,Moody-Taylor,Hospital,206,58,49,23.463657583704716,9159
454,Lowery-Kennedy,Maternity Home,183,67,4,11.740824264050458,1164
455,Blake Group,Maternity Home,61,69,37,22.953254026580844,2817
456,Gilbert-Bullock,Maternity Home,190,62,33,3.6644557863547806,8577
457,Scott and Sons,Clinic,96,25,19,1.3596277868561988,2796
458,"Bentley, Lynch and Henderson",Clinic,296,8,26,14.038679488466492,1057
459,Young-Martinez,Hospital,398,77,11,17.7902212820624,9924
460,Barnes PLC,Hospital,438,50,31,9.778686550062595,7346
461,Brown-Copeland,Clinic,487,90,1,21.508538376595375,9862
462,Carlson-Smith,Clinic,231,16,40,14.925007501729795,4077
463,"Andrews, Higgins and Carter",Hospital,425,34,36,27.85667374154893,3775
464,Mendez and Sons,Clinic,116,98,29,2.641216472658844,1460
465,"Butler, Beck and Miller",Maternity Home,152,64,25,2.0903940955922935,8134
466,Jones-Fox,Hospital,273,75,47,27.16314338218488,6
467,"Hartman, Romero and Smith",Hospital,207,85,49,20.106303270941527,4787
468,Williams-Hughes,Hospital,382,69,18,20.166436815132993,6939
469,King-Smith,Maternity Home,369,18,3,0.923901146194907,9834
470,Cooper Ltd,Maternity Home,407,48,18,28.136489242109086,8169
471,"Fuller, Ingram and Moss",Clinic,352,30,7,23.177569172320933,8110
472,Anderson-Bell,Maternity Home,362,95,28,22.95301305240978,3830
473,Li-Thompson,Clinic,60,20,17,27.366696276276603,7035
474,"Marshall, Dominguez and Welch",Clinic,305,11,25,17.386779666100196,5351
475,Brown Group,Clinic,320,36,18,11.900525077857806,5521
476,Carter Inc,Maternity Home,456,93,40,14.472307140706464,6871
477,Blackwell LLC,Hospital,189,99,43,23.33949702918296,4881
478,Robertson-Hays,Hospital,58,20,3,23.08502647716417,8809
479,"Kennedy, Johnson and Lucas",Hospital,41,82,25,18.32663998068929,9078
480,Kelly-Norman,Maternity Home,215,93,7,6.620602762796559,2071
481,"Rivera, Martinez and Richardson",Hospital,297,66,47,24.58463433127635,6951
482,Paul-Kline,Clinic,274,34,10,19.45252288948488,161
483,Morgan-Lopez,Maternity Home,355,75,44,6.715734424757785,9410
484,"Jimenez, Glass and Stone",Maternity Home,224,16,44,14.471269047744379,4179
485,Acosta Inc,Maternity Home,232,71,19,29.91646928936095,168
486,Morrison-Short,Hospital,432,95,15,9.918557188503861,3913
487,"Carter, Garcia and Murphy",Clinic,362,50,21,3.5851623816484417,2703
488,Parker-Morrison,Maternity Home,215,87,21,0.7478557738066226,2603
489,Jackson-Wallace,Clinic,302,47,37,5.620507479096844,4440
490,Williams-Berg,Hospital,5,59,28,5.690292551305015,4108
491,Mendez-Graham,Clinic,27,49,45,25.756246501502837,3606
492,"Whitney, Gould and Jones",Hospital,452,64,32,4.769027001005437,9746
493,"Sullivan, Palmer and Brady",Maternity Home,288,75,41,25.893263162165074,450
494,Cisneros and Sons,Hospital,392,84,27,2.692823602449874,4670
495,"Gregory, Kim and Martinez",Hospital,429,36,23,27.208664565533947,4028
496,Osborne LLC,Hospital,192,12,10,7.764969707447989,6735
497,Reyes-Bradley,Maternity Home,22,81,40,18.383792053507072,2538
498,"Hernandez, Cole and Watson",Hospital,451,66,41,4.875842824886478,2710
499,Hines-Berry,Hospital,449,79,6,11.762663387040833,2958
500,"Richardson, Edwards and Ramirez",Clinic,53,24,24,2.664457360035139,2665
501,Johnson and Sons,Maternity Home,51,22,18,17.427893307279586,1790
502,Holmes-Mcintyre,Clinic,119,10,10,10.44173684719282,4103
503,Green LLC,Maternity Home,43,88,15,25.57928750000358,3235
504,"Griffin, Davies and Mitchell",Clinic,221,33,45,5.536312701146909,319
505,Gonzalez-Taylor,Clinic,214,8,43,8.47164312619722,2178
506,Hayes Ltd,Hospital,266,75,34,5.399914853581075,429
507,Osborn-Cochran,Hospital,215,47,8,16.958301129057304,901
508,Contreras-Mckinney,Maternity Home,57,88,35,3.441240794498366,9813
509,"Daniels, Vance and York",Maternity Home,464,38,27,5.76177445729956,7423
510,"Mckinney, Graves and Thompson",Clinic,285,75,25,20.386849308916158,749
511,Hicks-Martinez,Maternity Home,359,37,3,2.3249943434246108,6145
512,Conner and Sons,Maternity Home,325,19,21,22.320593795624937,4873
513,Johnson-Spencer,Clinic,137,90,39,3.219571323623968,4290
514,Mcdonald-Bird,Clinic,453,44,32,17.606113911555745,7532
515,Salazar Inc,Maternity Home,268,97,21,29.93450272193016,1028
516,Parker Ltd,Maternity Home,299,93,9,5.299397912991117,1141
517,"Mendoza, Jenkins and Ortiz",Hospital,115,9,1,7.906480928122799,8101
518,"Jones, Compton and Day",Clinic,47,82,4,26.962956954272677,8430
519,Owens-Holmes,Clinic,342,54,4,18.825967381677728,4826
520,Humphrey PLC,Clinic,242,70,49,14.826685834248892,4554
521,"Matthews, Saunders and Anderson",Maternity Home,383,93,26,16.92488240837409,1755
522,"Bartlett, Brown and Martinez",Maternity Home,461,58,34,8.935310804685832,6993
523,Torres and Sons,Clinic,393,84,27,25.67412128036221,1611
524,Donovan-Perez,Maternity Home,251,50,15,22.38354384850251,4440
525,"Jacobson, Singleton and King",Clinic,8,84,45,19.309746326784072,9680
526,"Huber, Hill and Weber",Maternity Home,368,15,32,27.959103686991327,4759
527,"Ferguson, Shaw and Jackson",Hospital,353,53,41,17.385514730225996,6520
528,"Moore, Hopkins and Le",Clinic,389,27,7,15.405125545504971,246
529,"Morgan, Bradshaw and Williams",Clinic,354,59,44,29.273232729786844,9470
530,Miller Ltd,Hospital,316,9,44,6.25982198666496,6843
531,"Baker, Clark and Armstrong",Hospital,177,68,14,4.344848378611367,7059
532,"Fowler, Jimenez and Burton",Hospital,197,39,23,4.952257799060125,1557
533,May-Turner,Maternity Home,7,97,47,29.68431603968426,1558
534,Ballard Ltd,Clinic,282,73,1,19.60230654144106,2223
535,Evans-Jones,Hospital,460,58,32,9.247094168257243,2333
536,Moore Group,Clinic,60,7,41,7.544436350045731,8497
537,Marshall-Peterson,Maternity Home,278,10,26,1.7934938437110883,8985
538,Edwards Ltd,Clinic,413,91,48,4.045225128249827,8599
539,Gross-Valencia,Hospital,180,60,9,27.25436018196992,2967
540,Anderson-Wood,Clinic,120,6,16,22.44549771551573,4003
541,"Rodriguez, Allen and Martinez",Hospital,88,86,31,28.252636061669502,1361
542,Wright-Davis,Maternity Home,163,98,2,12.76955500001074,9246
543,Dougherty-Lin,Maternity Home,290,42,32,18.076993657230187,440
544,Wright-Grimes,Hospital,84,60,10,14.561770644069817,4354
545,Li PLC,Hospital,70,9,25,26.45342335498582,783
546,"Edwards, Hines and Jimenez",Maternity Home,213,50,18,29.742318426467115,2611
547,"Owens, Koch and Jimenez",Clinic,14,15,45,27.989978708746047,234
548,Landry PLC,Clinic,203,69,34,17.981869848700335,6667
549,Levy-Lewis,Clinic,63,14,29,1.9478791179278279,4489
550,Williams-Campbell,Hospital,238,45,45,18.564045729362185,8654
551,"Khan, Pena and Ruiz",Maternity Home,311,48,24,3.0017179037803654,1752
552,"Smith, Rodriguez and Anderson",Hospital,248,94,3,4.250762061707405,839
553,Luna-Gallagher,Clinic,383,37,15,5.821206475855137,3210
554,Williams-Williams,Hospital,397,95,3,10.968453289537234,2785
555,"Lee, Tran and Jones",Hospital,58,60,31,17.794415861149815,5595
556,"Cole, Pierce and Bryan",Maternity Home,450,16,10,10.073254857794767,1352
557,"Becker, Wilson and Hester",Clinic,341,6,38,13.622786509347373,206
558,Brooks-Hatfield,Maternity Home,397,5,22,1.5139420892395345,1095
559,"Mcmillan, Fischer and Gonzalez",Hospital,13,69,14,18.63075824166022,185
560,"Morales, Williams and Williams",Maternity Home,105,37,9,19.745249788627667,6746
561,"Cook, Wells and Bryant",Hospital,412,90,18,3.071765426693447,6903
562,"Barry, Taylor and Velazquez",Clinic,299,80,8,23.575002964196617,5503
563,Martin-Ewing,Maternity Home,207,40,38,19.459040774093364,6689
564,"Kirby, Wheeler and Romero",Maternity Home,396,25,15,14.742909935512762,5779
565,"Patel, Erickson and Evans",Clinic,157,88,46,16.630510238028226,2730
566,Richardson Ltd,Clinic,114,40,15,15.14106746312859,7894
567,Whitney PLC,Maternity Home,326,30,6,1.7084090174592472,314
568,Robles-Swanson,Clinic,270,51,12,22.08096888183342,8420
569,"Soto, Carlson and Baker",Clinic,377,99,42,15.403138042728047,6802
570,"Patton, Parsons and Lane",Hospital,156,5,19,5.267433219559049,3094
571,"Williams, Castillo and Warren",Maternity Home,468,42,40,20.453852527029305,4096
572,"Harvey, Randall and Hernandez",Clinic,87,18,5,20.882461621255445,2740
573,"Allen, Armstrong and Graves",Hospital,447,94,27,6.483514535444411,927
574,Smith LLC,Hospital,419,50,10,23.91520267446085,3337
575,Hernandez-Vaughn,Maternity Home,399,46,43,13.749491303842344,3122
576,Shaw-Carr,Hospital,138,11,46,5.50022741396102,6886
577,Salas-Fitzgerald,Clinic,330,59,14,19.762838099059866,7543
578,Thornton PLC,Maternity Home,164,60,34,17.94213623957699,2356
579,Hoffman Ltd,Clinic,43,80,49,5.195149142121302,8729
580,Fox-Edwards,Clinic,180,67,15,26.183232103352267,7375
581,Stevens PLC,Hospital,17,28,29,25.650576547920522,4171
582,Payne-Lowe,Maternity Home,319,87,26,25.10371317689568,5773
583,"Becker, Lara and Baker",Maternity Home,71,77,27,12.036912982996725,9634
584,Lee-Wright,Clinic,444,8,3,24.75622096521457,3400
585,"Evans, David and Hendrix",Clinic,252,46,3,25.359379720602977,5696
586,Bush-Vaughn,Hospital,45,74,35,29.89655413615781,6738
587,Stewart-Bailey,Clinic,188,32,35,28.73237808339209,7930
588,"Hill, Martinez and Rhodes",Maternity Home,39,96,6,11.547135317627358,609
589,Huang-Foster,Clinic,426,44,14,6.026307069932677,612
590,Blevins-Ballard,Hospital,341,55,26,8.844625546405634,1021
591,Williams-Moses,Maternity Home,455,33,3,14.893958677310188,241
592,Reed Group,Maternity Home,294,46,33,24.18318325232765,2053
593,"Scott, Mendoza and Harris",Clinic,80,73,42,21.71722326621024,5335
594,"Nelson, Hoffman and Nelson",Clinic,476,9,13,23.652611488459698,1603
595,Gilbert PLC,Hospital,74,45,29,11.459798552359201,4490
596,Sanchez Ltd,Hospital,238,65,9,7.482448864060294,9607
597,"Perez, Hall and Garcia",Maternity Home,15,59,32,0.8214772441819466,369
598,Love-Garcia,Hospital,372,32,22,18.82289030015697,2077
599,Smith PLC,Hospital,287,45,22,23.871628301410453,9639
600,Russell Group,Clinic,308,13,34,26.68530077329347,7110
601,Santos-Avila,Hospital,28,33,10,14.339512712206568,8201
602,Morris-Brewer,Clinic,278,82,25,27.83660876839691,3517
603,Pearson and Sons,Maternity Home,31,42,12,6.152120642807521,4430
604,"Rodgers, Jefferson and Johnson",Maternity Home,58,66,3,15.479905882021473,5046
605,Butler and Sons,Clinic,59,58,19,6.491655571607441,8585
606,Osborn Group,Clinic,380,56,33,5.723457826320413,1852
607,Lopez-Curry,Maternity Home,237,38,47,28.60630514687032,5428
608,Mcdowell-Smith,Hospital,281,41,26,24.550446593029925,8971
609,"Morrison, Hebert and Rogers",Clinic,447,53,13,0.4528169035938102,3432
610,Hays-Daniels,Clinic,375,46,7,8.128538554639862,9891
611,Small-Anderson,Maternity Home,422,18,34,6.233544006506313,4483
612,"Mcdonald, Lee and Rodriguez",Hospital,124,86,22,4.499311986323317,6253
613,Simon Ltd,Hospital,229,37,20,20.952631638002813,6483
614,Higgins-Smith,Hospital,62,96,43,17.048451156930454,3272
615,Gibbs-Bradley,Hospital,259,91,23,13.672643665428309,3509
616,Thompson Ltd,Maternity Home,180,21,48,5.765962047350445,6977
617,Wilcox-Robertson,Hospital,58,79,14,8.400779882821531,3893
618,Morales Inc,Maternity Home,150,36,30,10.747421365835324,3112
619,Holden Group,Maternity Home,263,83,23,23.585932306385903,4318
620,Boyle-Smith,Maternity Home,156,72,47,29.676764063849724,1867
621,Young-Molina,Maternity Home,389,43,19,5.600913934820466,9245
622,Turner-Sharp,Clinic,266,98,39,10.31152779990977,927
623,Green LLC,Maternity Home,23,14,41,8.47802624168391,3773
624,"Young, Contreras and Marshall",Maternity Home,346,91,36,1.4176150983090405,5928
625,Sullivan PLC,Maternity Home,375,28,6,6.654643822346195,2096
626,"Carrillo, Vaughn and Fowler",Hospital,175,62,23,27.058256907205713,9019
627,Richardson-Walker,Hospital,383,73,10,25.30145954828465,4696
628,Mendoza Group,Hospital,396,68,35,5.111159721931212,770
629,"Zhang, Brooks and Miles",Maternity Home,201,23,21,11.04827407722708,6715
630,Todd-Pham,Maternity Home,440,12,32,9.393011352631625,8649
631,Gill Ltd,Hospital,77,75,30,4.517450160819277,9265
632,"Marks, Miller and Griffin",Clinic,307,44,33,18.70402546817104,2776
633,"Cox, Stark and Rodriguez",Clinic,89,17,6,16.76320303492207,5368
634,"Leach, Harris and Herrera",Clinic,288,31,5,12.867040848877311,6434
635,Murphy PLC,Hospital,306,86,15,25.6794000104358,4631
636,Wilson-Harris,Maternity Home,136,92,43,18.629369066385934,7699
637,"Burns, Nolan and Griffin",Clinic,124,6,25,7.8522831087654525,5503
638,Chavez PLC,Maternity Home,220,20,13,11.273771642276074,2972
639,Bryant-Brown,Maternity Home,140,18,6,4.589686220515679,4401
640,Chambers-Parker,Hospital,120,21,37,17.7820608659939,1643
641,Foster Inc,Hospital,65,64,2,17.640209730321367,1018
642,"Robinson, Jones and Henderson",Hospital,21,74,17,26.118492210574797,4043
643,"Brown, Mcknight and Michael",Clinic,38,21,24,25.688919361156174,9656
644,Andersen Group,Maternity Home,24,49,12,25.12456680045244,1512
645,Mitchell and Sons,Clinic,212,42,44,16.513674359075754,5618
646,Cannon Ltd,Hospital,462,68,14,19.595392341647557,6276
647,"Stuart, Brooks and Vance",Hospital,166,10,7,23.288704124651517,4472
648,Kane-Knox,Clinic,303,64,26,2.8413764455750057,1722
649,Miller-Brandt,Clinic,14,53,32,9.087877065817889,687
650,"Anderson, Dalton and Wilson",Clinic,98,25,29,5.155789290308187,4467
651,"Long, Anderson and Irwin",Clinic,418,27,46,15.392884060948564,4251
652,Avila LLC,Hospital,375,80,39,25.14627190331497,6389
653,Nunez-Stephens,Maternity Home,413,61,9,6.998287892527761,3278
654,"Gray, Hall and Murray",Hospital,387,68,14,21.954015701604757,5956
655,Hill Ltd,Clinic,445,33,17,12.234137491956004,3500
656,Johnson Ltd,Clinic,370,31,49,27.10193952072553,1445
657,Mendez-Mayer,Maternity Home,451,10,25,18.841007271313206,8280
658,Allen Inc,Hospital,111,25,30,29.29893486731034,1530
659,Wheeler Group,Clinic,109,75,45,7.445526294260652,3186
660,"Powers, Brennan and Sanchez",Hospital,75,45,29,27.726355509339992,13
661,Morales and Sons,Clinic,435,84,29,10.775967362976823,5277
662,"Robinson, Shields and Brown",Clinic,88,9,18,18.696827122781333,8512
663,"Holder, Young and Hendricks",Clinic,213,19,31,5.317795582072485,4388
664,"Flores, Harper and Chambers",Clinic,263,25,19,22.817575092150847,4869
665,Young-Walter,Clinic,243,62,17,29.349687977695847,9876
666,"Boyd, Gutierrez and Hill",Hospital,306,8,6,23.644040880124376,5597
667,"Fry, Hobbs and Buck",Hospital,236,73,12,18.512322600558765,5771
668,"Shelton, Peters and Williams",Hospital,424,11,38,13.50159786485079,4254
669,David-Powers,Hospital,286,39,3,10.422565603421942,8576
670,"Flores, Butler and Hernandez",Hospital,398,40,47,12.628477233903633,6200
671,White-Medina,Clinic,422,19,35,9.91582055167357,1097
672,Atkinson LLC,Maternity Home,210,96,47,24.99802502344827,970
673,"Thomas, Ford and Brown",Clinic,268,6,33,26.804022584502192,6904
674,Faulkner-Grant,Clinic,315,61,29,28.494764802721186,2521
675,Price LLC,Maternity Home,351,9,3,12.609033425044723,3252
676,Rivera Inc,Maternity Home,398,75,5,16.431954182709262,194
677,Boone-Davis,Maternity Home,189,90,14,17.34917308917042,7552
678,"Calderon, Williams and Bennett",Hospital,118,99,36,19.567536503612327,1253
679,"Morrison, Russo and Lopez",Hospital,83,36,28,0.17344459266700168,795
680,"Ramsey, Hansen and Mendoza",Maternity Home,361,76,41,25.29642117586669,1627
681,Turner-Stout,Hospital,346,45,32,8.117405555570677,5191
682,Giles Ltd,Maternity Home,305,46,18,14.217705655513852,8283
